"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OCROS (000)",8119,879,596,206,6448
"Hombres (001)",4245,436,315,125,3373
"Mujeres (002)",3874,443,281,81,3075
"PEA (003)",3639,131,263,96,3156
"Hombres (004)",2699,87,163,66,2386
"Mujeres (005)",940,44,100,30,770
"Ocupada (006)",3528,128,258,96,3052
"Hombres (007)",2606,84,160,66,2298
"Mujeres (008)",922,44,98,30,754
"Desocupada (009)",111,3,5,,104
"Hombres (010)",93,3,3,,88
"Mujeres (011)",18,,2,,16
"No PEA (012)",4480,748,333,110,3292
"Hombres (013)",1546,349,152,59,987
"Mujeres (014)",2934,399,181,51,2305
,,,,,
"URBANA (018)",4722,432,454,146,3700
"Hombres (019)",2449,226,235,86,1906
"Mujeres (020)",2273,206,219,60,1794
"PEA (021)",2191,70,208,68,1852
"Hombres (022)",1558,43,119,46,1353
"Mujeres (023)",633,27,89,22,499
"Ocupada (024)",2130,68,204,68,1796
"Hombres (025)",1508,41,117,46,1306
"Mujeres (026)",622,27,87,22,490
"Desocupada (027)",61,2,4,,56
"Hombres (028)",50,2,2,,47
"Mujeres (029)",11,,2,,9
"No PEA (030)",2531,362,246,78,1848
"Hombres (031)",891,183,116,40,553
"Mujeres (032)",1640,179,130,38,1295
,,,,,
"RURAL (036)",3397,447,142,60,2748
"Hombres (037)",1796,210,80,39,1467
"Mujeres (038)",1601,237,62,21,1281
"PEA (039)",1448,61,55,28,1304
"Hombres (040)",1141,44,44,20,1033
"Mujeres (041)",307,17,11,8,271
"Ocupada (042)",1398,60,54,28,1256
"Hombres (043)",1098,43,43,20,992
"Mujeres (044)",300,17,11,8,264
"Desocupada (045)",50,1,1,,48
"Hombres (046)",43,1,1,,41
"Mujeres (047)",7,,,,7
"No PEA (048)",1949,386,87,32,1444
"Hombres (049)",655,166,36,19,434
"Mujeres (050)",1294,220,51,13,1010
