"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JAEN (000)",62184,3921,70,26755,19423,2115,4068,1364,4468
"Empleado (001)",11212,100,5,956,2734,828,2640,671,3278
"Obrero (002)",12846,1061,15,6876,4215,225,210,114,130
"Trabajador independiente (003)",27459,1960,27,13289,8984,828,985,488,898
"Empleador o patrono (004)",1417,74,1,578,501,58,94,33,78
"Trabajador familiar no remunerado (005)",7790,605,21,4414,2411,120,103,49,67
"Trabajador del hogar (006)",1460,121,1,642,578,56,36,9,17
"Hombres (008)",47316,2736,61,21884,15499,1328,2300,909,2599
"Empleado (009)",6253,38,2,563,1794,419,1323,381,1733
"Obrero (010)",11438,805,14,6059,3930,204,201,109,116
"Trabajador independiente (011)",22524,1461,26,11389,7401,581,653,357,656
"Empleador o patrono (012)",1163,53,1,486,430,44,64,26,59
"Trabajador familiar no remunerado (013)",5873,371,18,3368,1918,73,57,35,33
"Trabajador del hogar (014)",65,8,,19,26,7,2,1,2
"Mujeres (016)",14868,1185,9,4871,3924,787,1768,455,1869
"Empleado (017)",4959,62,3,393,940,409,1317,290,1545
"Obrero (018)",1408,256,1,817,285,21,9,5,14
"Trabajador independiente (019)",4935,499,1,1900,1583,247,332,131,242
"Empleador o patrono (020)",254,21,,92,71,14,30,7,19
"Trabajador familiar no remunerado (021)",1917,234,3,1046,493,47,46,14,34
"Trabajador del hogar (022)",1395,113,1,623,552,49,34,8,15
,,,,,,,,,
"URBANA (024)",33711,995,34,9516,12492,1841,3530,1242,4061
"Empleado (025)",10168,85,4,892,2529,739,2319,627,2973
"Obrero (026)",5216,231,11,2214,2280,170,130,92,88
"Trabajador independiente (027)",14336,504,12,4838,6038,747,894,444,859
"Empleador o patrono (028)",1005,31,,338,391,52,86,33,74
"Trabajador familiar no remunerado (029)",1815,70,6,751,752,79,69,37,51
"Trabajador del hogar (030)",1171,74,1,483,502,54,32,9,16
"Hombres (032)",22644,501,28,6660,9266,1128,1928,812,2321
"Empleado (033)",5656,33,2,518,1680,383,1135,354,1551
"Obrero (034)",4687,165,11,1956,2116,152,126,87,74
"Trabajador independiente (035)",10474,250,11,3502,4679,512,582,318,620
"Empleador o patrono (036)",779,20,,260,323,39,56,26,55
"Trabajador familiar no remunerado (037)",994,27,4,410,445,36,27,26,19
"Trabajador del hogar (038)",54,6,,14,23,6,2,1,2
"Mujeres (040)",11067,494,6,2856,3226,713,1602,430,1740
"Empleado (041)",4512,52,2,374,849,356,1184,273,1422
"Obrero (042)",529,66,,258,164,18,4,5,14
"Trabajador independiente (043)",3862,254,1,1336,1359,235,312,126,239
"Empleador o patrono (044)",226,11,,78,68,13,30,7,19
"Trabajador familiar no remunerado (045)",821,43,2,341,307,43,42,11,32
"Trabajador del hogar (046)",1117,68,1,469,479,48,30,8,14
,,,,,,,,,
"RURAL (048)",28473,2926,36,17239,6931,274,538,122,407
"Empleado (049)",1044,15,1,64,205,89,321,44,305
"Obrero (050)",7630,830,4,4662,1935,55,80,22,42
"Trabajador independiente (051)",13123,1456,15,8451,2946,81,91,44,39
"Empleador o patrono (052)",412,43,1,240,110,6,8,,4
"Trabajador familiar no remunerado (053)",5975,535,15,3663,1659,41,34,12,16
"Trabajador del hogar (054)",289,47,,159,76,2,4,,1
"Hombres (056)",24672,2235,33,15224,6233,200,372,97,278
"Empleado (057)",597,5,,45,114,36,188,27,182
"Obrero (058)",6751,640,3,4103,1814,52,75,22,42
"Trabajador independiente (059)",12050,1211,15,7887,2722,69,71,39,36
"Empleador o patrono (060)",384,33,1,226,107,5,8,,4
"Trabajador familiar no remunerado (061)",4879,344,14,2958,1473,37,30,9,14
"Trabajador del hogar (062)",11,2,,5,3,1,,,
"Mujeres (064)",3801,691,3,2015,698,74,166,25,129
"Empleado (065)",447,10,1,19,91,53,133,17,123
"Obrero (066)",879,190,1,559,121,3,5,,
"Trabajador independiente (067)",1073,245,,564,224,12,20,5,3
"Empleador o patrono (068)",28,10,,14,3,1,,,
"Trabajador familiar no remunerado (069)",1096,191,1,705,186,4,4,3,2
"Trabajador del hogar (070)",278,45,,154,73,1,4,,1
