"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CUSCO (000)",160409,2474,56125,59961,36477,5372
"Agric., ganadería, caza y silvicultura (001)",6172,180,1332,1893,1890,877
"Pesca (002)",7,,2,2,3,
"Explotación de minas y canteras (003)",317,1,100,133,76,7
"Industrias manufactureras (004)",13044,252,5103,4593,2557,539
"Suministro de electricidad, gas y agua (005)",423,1,100,146,160,16
"Construcción (006)",11494,77,3558,4596,2910,353
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",36973,754,12082,13487,8959,1691
"Venta, mant.y rep. veh.autom.y motoc. (008)",3280,66,1347,1169,609,89
"Comercio al por mayor (009)",1841,15,758,670,359,39
"Comercio al por menor (010)",31852,673,9977,11648,7991,1563
"Hoteles y restaurantes (011)",13248,276,5859,4107,2606,400
"Trans., almac. y comunicaciones (012)",17616,171,7489,6667,3040,249
"Intermediación financiera (013)",1220,,442,549,220,9
"Activid.inmobil., empres. y alquileres (014)",11434,20,3824,4726,2652,212
"Admin.pub. y defensa; p. segur.soc afil (015)",7148,,1523,3446,2098,81
"Enseñanza (016)",13248,1,2620,6300,4075,252
"Servicios sociales y de salud (017)",5071,,1386,2261,1366,58
"Otras activ. serv.comun.soc y personales (018)",6423,153,2363,2481,1231,195
"Hogares privados con servicio doméstico (019)",5005,487,3243,768,419,88
"Organiz. y organos extraterritoriales (020)",4,,,2,2,
"Actividad economica no especificada (021)",5667,39,2199,1949,1270,210
"Desocupado (022)",5895,62,2900,1855,943,135
"Hombres (023)",88997,1312,30349,33031,20974,3331
"Agric., ganadería, caza y silvicultura (024)",4594,127,982,1452,1404,629
"Pesca (025)",5,,1,2,2,
"Explotación de minas y canteras (026)",286,1,92,117,69,7
"Industrias manufactureras (027)",8722,195,3523,2889,1701,414
"Suministro de electricidad, gas y agua (028)",363,1,79,127,141,15
"Construcción (029)",11099,73,3398,4435,2841,352
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",14771,407,5252,5091,3343,678
"Venta, mant.y rep. veh.autom.y motoc. (031)",2969,57,1230,1029,565,88
"Comercio al por mayor (032)",1078,12,448,393,204,21
"Comercio al por menor (033)",10724,338,3574,3669,2574,569
"Hoteles y restaurantes (034)",4941,125,2738,1268,694,116
"Trans., almac. y comunicaciones (035)",14001,127,5511,5459,2675,229
"Intermediación financiera (036)",608,,185,271,145,7
