"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CUTERVO",,,,,,,,,
"Hogares (001)",31602,448,234,185,150,94,76,93,30322
"Ocupantes presentes (002)",137853,1696,823,620,588,454,402,629,132641
"Casa independiente",,,,,,,,,
"Hogares (004)",28887,416,214,169,142,86,70,90,27700
"Ocupantes presentes (005)",126202,1539,714,561,551,407,366,610,121454
"Departamento en edificio",,,,,,,,,
"Hogares (007)",87,2,,1,3,,1,,80
"Ocupantes presentes (008)",316,2,,3,13,,6,,292
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",64,,1,2,,1,,,60
"Ocupantes presentes (011)",221,,3,6,,5,,,207
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",81,2,1,,,,,1,77
"Ocupantes presentes (014)",300,9,4,,,,,3,284
"Choza o cabaña",,,,,,,,,
"Hogares (016)",2455,28,18,13,5,6,5,2,2378
"Ocupantes presentes (017)",10716,146,102,50,24,35,30,16,10313
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",4,,,,,,,,4
"Ocupantes presentes (020)",15,,,,,,,,15
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",21,,,,,1,,,20
"Ocupantes presentes (023)",80,,,,,7,,,73
"Otro tipo",,,,,,,,,
"Hogares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6799,167,106,74,54,31,17,29,6321
"Ocupantes presentes (029)",26520,581,355,262,205,136,85,167,24729
"Casa independiente",,,,,,,,,
"Hogares (031)",6554,163,104,71,51,29,16,28,6092
"Ocupantes presentes (032)",25641,570,348,253,192,124,79,164,23911
"Departamento en edificio",,,,,,,,,
"Hogares (034)",87,2,,1,3,,1,,80
"Ocupantes presentes (035)",316,2,,3,13,,6,,292
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",64,,1,2,,1,,,60
"Ocupantes presentes (038)",221,,3,6,,5,,,207
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",81,2,1,,,,,1,77
"Ocupantes presentes (041)",300,9,4,,,,,3,284
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",4,,,,,,,,4
"Ocupantes presentes (047)",15,,,,,,,,15
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,,,,,1,,,7
"Ocupantes presentes (050)",26,,,,,7,,,19
"Otro tipo",,,,,,,,,
"Hogares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",24803,281,128,111,96,63,59,64,24001
"Ocupantes presentes (056)",111333,1115,468,358,383,318,317,462,107912
"Casa independiente",,,,,,,,,
"Hogares (058)",22333,253,110,98,91,57,54,62,21608
"Ocupantes presentes (059)",100561,969,366,308,359,283,287,446,97543
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",2455,28,18,13,5,6,5,2,2378
"Ocupantes presentes (071)",10716,146,102,50,24,35,30,16,10313
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",13,,,,,,,,13
"Ocupantes presentes (077)",54,,,,,,,,54
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",2,,,,,,,,2
