"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia CUSCO",,,,,
"Viviendas particulares (001)",9208,1682,667,3049,3810
"Ocupantes presentes (002)",40919,5864,3182,14902,16971
"Casa independiente",,,,,
"Viviendas particulares (004)",7818,1392,563,2773,3090
"Ocupantes presentes (005)",35565,4906,2737,13664,14258
"Departamento en edificio",,,,,
"Viviendas particulares (007)",220,51,10,28,131
"Ocupantes presentes (008)",814,188,54,108,464
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",295,78,25,46,146
"Ocupantes presentes (011)",1245,271,106,221,647
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",863,155,69,200,439
"Ocupantes presentes (014)",3259,479,285,901,1594
"Choza o cabaña",,,,,
"Viviendas particulares (016)",1,1,,,
"Ocupantes presentes (017)",10,10,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (019)",4,2,,1,1
"Ocupantes presentes (020)",10,2,,5,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",7,3,,1,3
"Ocupantes presentes (023)",16,8,,3,5
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",9063,1659,664,3009,3731
"Ocupantes presentes (029)",40262,5764,3166,14736,16596
"Casa independiente",,,,,
"Viviendas particulares (031)",7674,1370,560,2733,3011
"Ocupantes presentes (032)",34918,4816,2721,13498,13883
"Departamento en edificio",,,,,
"Viviendas particulares (034)",220,51,10,28,131
"Ocupantes presentes (035)",814,188,54,108,464
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",295,78,25,46,146
"Ocupantes presentes (038)",1245,271,106,221,647
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",863,155,69,200,439
"Ocupantes presentes (041)",3259,479,285,901,1594
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Viviendas particulares (046)",4,2,,1,1
"Ocupantes presentes (047)",10,2,,5,3
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",7,3,,1,3
"Ocupantes presentes (050)",16,8,,3,5
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",145,23,3,40,79
"Ocupantes presentes (056)",657,100,16,166,375
"Casa independiente",,,,,
"Viviendas particulares (058)",144,22,3,40,79
"Ocupantes presentes (059)",647,90,16,166,375
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",1,1,,,
"Ocupantes presentes (071)",10,10,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
