"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",4180,69,1053,1385,1144,529
"Agric., ganadería, caza y silvicultura (001)",2572,56,580,750,738,448
"Explotación de minas y canteras (003)",238,,110,98,29,1
"Industrias manufactureras (004)",60,,16,14,19,11
"Suministro de electricidad, gas y agua (005)",2,,,1,1,
"Construcción (006)",171,3,62,60,41,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",246,3,61,101,58,23
"Venta, mant.y rep. veh.autom.y motoc. (008)",1,,1,,,
"Comercio al por mayor (009)",11,,2,3,4,2
"Comercio al por menor (010)",234,3,58,98,54,21
"Hoteles y restaurantes (011)",40,1,15,15,9,
"Trans., almac. y comunicaciones (012)",25,,7,13,5,
"Intermediación financiera (013)",1,,1,,,
"Activid.inmobil., empres. y alquileres (014)",17,,3,8,5,1
"Admin.pub. y defensa; p. segur.soc afil (015)",237,,63,99,69,6
"Enseñanza (016)",264,,36,120,104,4
"Servicios sociales y de salud (017)",52,,20,28,4,
"Otras activ. serv.comun.soc y personales (018)",19,4,7,4,4,
"Hogares privados con servicio doméstico (019)",23,2,10,6,3,2
"Actividad economica no especificada (021)",112,,25,29,38,20
"Desocupado (022)",101,,37,39,17,8
"Hombres (023)",2738,43,686,926,746,337
"Agric., ganadería, caza y silvicultura (024)",1676,36,374,505,473,288
"Explotación de minas y canteras (026)",231,,106,96,28,1
"Industrias manufactureras (027)",33,,10,10,9,4
"Suministro de electricidad, gas y agua (028)",1,,,,1,
"Construcción (029)",157,3,58,56,35,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",86,1,18,36,21,10
"Venta, mant.y rep. veh.autom.y motoc. (031)",1,,1,,,
"Comercio al por mayor (032)",6,,1,1,3,1
"Comercio al por menor (033)",79,1,16,35,18,9
"Hoteles y restaurantes (034)",14,1,5,6,2,
"Trans., almac. y comunicaciones (035)",24,,6,13,5,
"Activid.inmobil., empres. y alquileres (037)",13,,1,7,4,1
"Admin.pub. y defensa; p. segur.soc afil (038)",180,,44,72,58,6
"Enseñanza (039)",155,,13,66,73,3
"Servicios sociales y de salud (040)",22,,8,10,4,
"Otras activ. serv.comun.soc y personales (041)",11,2,3,3,3,
"Hogares privados con servicio doméstico (042)",2,,1,1,,
"Actividad economica no especificada (044)",45,,7,11,16,11
"Desocupado (045)",88,,32,34,14,8
"Mujeres (046)",1442,26,367,459,398,192
