"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia EL COLLAO (000)",78773,1001,22472,20220,14435,13181,7464
"Jefe o Jefa (001)",26378,,121,4417,7962,8613,5265
"Esposa(o) / compañera(o) (002)",13865,,44,3392,4766,4026,1637
"Hijo(a) / hijastro(a) (003)",32739,821,19788,10715,1207,201,7
"Yerno / nuera (004)",727,,12,551,141,22,1
"Nieto(a) (005)",1601,119,1243,220,18,1,
"Padres / suegros (006)",466,,,1,13,81,371
"Otro(a) pariente (007)",2623,60,1185,772,257,193,156
"Trabajador(a) del hogar (008)",32,,5,24,1,2,
"Pensionistas (009)",5,,,3,,,2
"Otro(a) no pariente (010)",337,1,74,125,70,42,25
"Hombres (011)",39621,488,11591,10194,7110,6542,3696
"Jefe o Jefa (012)",18838,,66,3137,6001,6173,3461
"Esposa(o) / compañera(o) (013)",659,,24,273,189,124,49
"Hijo(a) / hijastro(a) (014)",17326,412,10177,5981,652,103,1
"Yerno / nuera (015)",298,,8,192,82,16,
"Nieto(a) (016)",814,52,633,118,11,,
"Padres / suegros (017)",140,,,1,9,20,110
"Otro(a) pariente (018)",1360,23,645,419,127,84,62
"Trabajador(a) del hogar (019)",8,,1,6,1,,
"Pensionistas (020)",4,,,3,,,1
"Otro(a) no pariente (021)",174,1,37,64,38,22,12
"Mujeres (022)",39152,513,10881,10026,7325,6639,3768
"Jefe o Jefa (023)",7540,,55,1280,1961,2440,1804
"Esposa(o) / compañera(o) (024)",13206,,20,3119,4577,3902,1588
"Hijo(a) / hijastro(a) (025)",15413,409,9611,4734,555,98,6
"Yerno / nuera (026)",429,,4,359,59,6,1
"Nieto(a) (027)",787,67,610,102,7,1,
"Padres / suegros (028)",326,,,,4,61,261
"Otro(a) pariente (029)",1263,37,540,353,130,109,94
"Trabajador(a) del hogar (030)",24,,4,18,,2,
"Pensionistas (031)",1,,,,,,1
"Otro(a) no pariente (032)",163,,37,61,32,20,13
,,,,,,,
"URBANA (033)",23266,302,6877,6770,5029,3238,1050
"Jefe o Jefa (034)",7373,,84,1542,2802,2219,726
"Esposa(o) / compañera(o) (035)",3673,,18,1021,1613,845,176
"Hijo(a) / hijastro(a) (036)",9739,233,5752,3371,358,25,
"Yerno / nuera (037)",273,,3,204,61,4,1
"Nieto(a) (038)",500,47,396,55,2,,
"Padres / suegros (039)",155,,,1,12,45,97
"Otro(a) pariente (040)",1266,22,567,448,128,68,33
"Trabajador(a) del hogar (041)",29,,5,21,1,2,
"Pensionistas (042)",5,,,3,,,2
"Otro(a) no pariente (043)",253,,52,104,52,30,15
"Hombres (044)",11684,149,3535,3308,2416,1735,541
"Jefe o Jefa (045)",5152,,46,1016,2014,1611,465
"Esposa(o) / compañera(o) (046)",313,,9,144,93,49,18
"Hijo(a) / hijastro(a) (047)",5031,120,2945,1773,179,14,
"Yerno / nuera (048)",108,,2,67,35,4,
"Nieto(a) (049)",260,21,210,28,1,,
"Padres / suegros (050)",58,,,1,8,13,36
"Otro(a) pariente (051)",632,8,301,221,60,28,14
"Trabajador(a) del hogar (052)",7,,1,5,1,,
"Pensionistas (053)",4,,,3,,,1
"Otro(a) no pariente (054)",119,,21,50,25,16,7
"Mujeres (055)",11582,153,3342,3462,2613,1503,509
"Jefe o Jefa (056)",2221,,38,526,788,608,261
"Esposa(o) / compañera(o) (057)",3360,,9,877,1520,796,158
"Hijo(a) / hijastro(a) (058)",4708,113,2807,1598,179,11,
"Yerno / nuera (059)",165,,1,137,26,,1
"Nieto(a) (060)",240,26,186,27,1,,
"Padres / suegros (061)",97,,,,4,32,61
"Otro(a) pariente (062)",634,14,266,227,68,40,19
"Trabajador(a) del hogar (063)",22,,4,16,,2,
"Pensionistas (064)",1,,,,,,1
"Otro(a) no pariente (065)",134,,31,54,27,14,8
,,,,,,,
"RURAL (066)",55507,699,15595,13450,9406,9943,6414
"Jefe o Jefa (067)",19005,,37,2875,5160,6394,4539
"Esposa(o) / compañera(o) (068)",10192,,26,2371,3153,3181,1461
"Hijo(a) / hijastro(a) (069)",23000,588,14036,7344,849,176,7
"Yerno / nuera (070)",454,,9,347,80,18,
"Nieto(a) (071)",1101,72,847,165,16,1,
"Padres / suegros (072)",311,,,,1,36,274
"Otro(a) pariente (073)",1357,38,618,324,129,125,123
"Trabajador(a) del hogar (074)",3,,,3,,,
"Otro(a) no pariente (076)",84,1,22,21,18,12,10
"Hombres (077)",27937,339,8056,6886,4694,4807,3155
"Jefe o Jefa (078)",13686,,20,2121,3987,4562,2996
"Esposa(o) / compañera(o) (079)",346,,15,129,96,75,31
"Hijo(a) / hijastro(a) (080)",12295,292,7232,4208,473,89,1
"Yerno / nuera (081)",190,,6,125,47,12,
"Nieto(a) (082)",554,31,423,90,10,,
"Padres / suegros (083)",82,,,,1,7,74
"Otro(a) pariente (084)",728,15,344,198,67,56,48
"Trabajador(a) del hogar (085)",1,,,1,,,
"Otro(a) no pariente (087)",55,1,16,14,13,6,5
"Mujeres (088)",27570,360,7539,6564,4712,5136,3259
"Jefe o Jefa (089)",5319,,17,754,1173,1832,1543
"Esposa(o) / compañera(o) (090)",9846,,11,2242,3057,3106,1430
"Hijo(a) / hijastro(a) (091)",10705,296,6804,3136,376,87,6
"Yerno / nuera (092)",264,,3,222,33,6,
"Nieto(a) (093)",547,41,424,75,6,1,
"Padres / suegros (094)",229,,,,,29,200
"Otro(a) pariente (095)",629,23,274,126,62,69,75
"Trabajador(a) del hogar (096)",2,,,2,,,
"Otro(a) no pariente (098)",29,,6,7,5,6,5
