"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia PISCO (000)",47371,43996,11840,7453,7357,5680,6079,2917,1541,1129,3375,110435
"De 12 a 14 años (001)",3881,3845,3835,9,1,,,,,,36,11
"De 15 a 19 años (002)",5970,5787,5024,709,48,3,3,,,,183,826
"De 20 a 24 años (003)",5775,4755,1702,2163,715,148,23,4,,,1020,4159
"De 25 a 29 años (004)",5284,4429,404,1782,1535,537,161,6,4,,855,7204
"De 30 a 34 años (005)",4957,4538,224,1020,1657,1052,526,49,5,5,419,10121
"De 35 a 39 años (006)",4615,4327,143,608,1233,1150,966,193,29,5,288,12214
"De 40 a 44 años (007)",3875,3695,120,355,772,970,1075,304,81,18,180,12323
"De 45 a 49 años (008)",3219,3114,78,267,525,674,951,419,147,53,105,12030
"De 50 y más años (009)",9795,9506,310,540,871,1146,2374,1942,1275,1048,289,51547
"PEA (010)",14466,12824,2361,2632,2641,1965,1933,789,307,196,1642,32100
"De 12 a 14 años (011)",141,138,134,3,1,,,,,,3,5
"De 15 a 19 años (012)",1031,993,861,121,9,1,1,,,,38,146
"De 20 a 24 años (013)",1993,1514,712,593,172,29,6,2,,,479,1062
"De 25 a 29 años (014)",2066,1564,228,657,474,159,43,1,2,,502,2284
"De 30 a 34 años (015)",2002,1747,137,463,615,350,164,16,,2,255,3559
"De 35 a 39 años (016)",1941,1774,82,305,511,444,355,69,6,2,167,4704
"De 40 a 44 años (017)",1690,1608,67,186,347,431,408,133,31,5,82,5120
"De 45 a 49 años (018)",1317,1273,38,129,257,244,364,161,56,24,44,4745
"De 50 y más años (019)",2285,2213,102,175,255,307,592,407,212,163,72,10475
"Ocupada (020)",13544,12073,2120,2458,2513,1875,1849,769,298,191,1471,30776
