"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia ZARUMILLA (000)",16037,3769,2329,7987,344,639,387,582
"Agric., ganadería, caza y silvicultura (001)",2444,12,622,1488,74,248,,
"Pesca (002)",468,51,311,73,19,14,,
"Explotación de minas y canteras (003)",25,10,8,7,,,,
"Industrias manufactureras (004)",584,36,149,360,26,13,,
"Suministro de electricidad, gas y agua (005)",20,9,10,1,,,,
"Construcción (006)",804,46,523,213,18,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",3735,969,55,2328,126,257,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",180,25,27,114,10,4,,
"Comercio al por mayor (009)",187,75,15,72,9,16,,
"Comercio al por menor (010)",3368,869,13,2142,107,237,,
"Hoteles y restaurantes (011)",883,316,32,476,35,24,,
"Trans., almac. y comunicaciones (012)",3118,246,402,2413,23,34,,
"Intermediación financiera (013)",26,22,,4,,,,
"Activid.inmobil., empres. y alquileres (014)",401,325,29,45,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",682,630,52,,,,,
"Enseñanza (016)",642,582,,58,2,,,
"Servicios sociales y de salud (017)",144,121,4,17,1,1,,
"Otras activ. serv.comun.soc y personales (018)",503,220,52,215,7,9,,
"Hogares privados con servicio doméstico (019)",387,,,,,,387,
"Actividad economica no especificada (021)",589,174,80,289,11,35,,
"Desocupado (022)",582,,,,,,,582
"Hombres (023)",11784,2272,2180,6297,268,340,22,405
"Agric., ganadería, caza y silvicultura (024)",2340,12,600,1446,71,211,,
"Pesca (025)",459,48,307,71,19,14,,
"Explotación de minas y canteras (026)",23,10,8,5,,,,
"Industrias manufactureras (027)",469,28,123,285,24,9,,
"Suministro de electricidad, gas y agua (028)",20,9,10,1,,,,
"Construcción (029)",788,44,512,210,18,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2120,513,54,1419,84,50,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",166,20,27,108,9,2,,
"Comercio al por mayor (032)",112,40,15,49,5,3,,
"Comercio al por menor (033)",1842,453,12,1262,70,45,,
"Hoteles y restaurantes (034)",290,119,18,133,17,3,,
"Trans., almac. y comunicaciones (035)",3047,221,396,2378,21,31,,
"Intermediación financiera (036)",22,22,,,,,,
"Activid.inmobil., empres. y alquileres (037)",332,269,26,35,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",507,485,22,,,,,
"Enseñanza (039)",255,237,,17,1,,,
"Servicios sociales y de salud (040)",51,38,1,11,1,,,
"Otras activ. serv.comun.soc y personales (041)",318,126,50,130,5,7,,
"Hogares privados con servicio doméstico (042)",22,,,,,,22,
"Actividad economica no especificada (044)",316,91,53,156,5,11,,
"Desocupado (045)",405,,,,,,,405
"Mujeres (046)",4253,1497,149,1690,76,299,365,177
"Agric., ganadería, caza y silvicultura (047)",104,,22,42,3,37,,
"Pesca (048)",9,3,4,2,,,,
"Explotación de minas y canteras (049)",2,,,2,,,,
"Industrias manufactureras (050)",115,8,26,75,2,4,,
"Construcción (052)",16,2,11,3,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",1615,456,1,909,42,207,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",14,5,,6,1,2,,
"Comercio al por mayor (055)",75,35,,23,4,13,,
"Comercio al por menor (056)",1526,416,1,880,37,192,,
"Hoteles y restaurantes (057)",593,197,14,343,18,21,,
"Trans., almac. y comunicaciones (058)",71,25,6,35,2,3,,
"Intermediación financiera (059)",4,,,4,,,,
"Activid.inmobil., empres. y alquileres (060)",69,56,3,10,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",175,145,30,,,,,
"Enseñanza (062)",387,345,,41,1,,,
"Servicios sociales y de salud (063)",93,83,3,6,,1,,
"Otras activ. serv.comun.soc y personales (064)",185,94,2,85,2,2,,
"Hogares privados con servicio doméstico (065)",365,,,,,,365,
"Actividad economica no especificada (067)",273,83,27,133,6,24,,
,,,,,,,,
"URBANA (068)",14666,3665,2069,7185,332,515,371,529
"Agric., ganadería, caza y silvicultura (069)",1487,10,418,864,67,128,,
"Pesca (070)",430,51,304,47,14,14,,
"Explotación de minas y canteras (071)",25,10,8,7,,,,
"Industrias manufactureras (072)",564,35,139,351,26,13,,
"Suministro de electricidad, gas y agua (073)",20,9,10,1,,,,
"Construcción (074)",771,46,498,205,18,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",3678,965,53,2279,126,255,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",171,25,26,106,10,4,,
"Comercio al por mayor (077)",187,75,15,72,9,16,,
"Comercio al por menor (078)",3320,865,12,2101,107,235,,
"Hoteles y restaurantes (079)",866,312,31,464,35,24,,
"Trans., almac. y comunicaciones (080)",3053,242,396,2358,23,34,,
"Intermediación financiera (081)",26,22,,4,,,,
"Activid.inmobil., empres. y alquileres (082)",377,303,27,45,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",664,613,51,,,,,
"Enseñanza (084)",607,552,,53,2,,,
"Servicios sociales y de salud (085)",139,116,4,17,1,1,,
"Otras activ. serv.comun.soc y personales (086)",486,209,52,210,7,8,,
"Hogares privados con servicio doméstico (087)",371,,,,,,371,
"Actividad economica no especificada (089)",573,170,78,280,11,34,,
"Desocupado (090)",529,,,,,,,529
"Hombres (091)",10565,2204,1928,5554,256,241,21,361
"Agric., ganadería, caza y silvicultura (092)",1427,10,401,838,64,114,,
"Pesca (093)",421,48,300,45,14,14,,
"Explotación de minas y canteras (094)",23,10,8,5,,,,
"Industrias manufactureras (095)",449,27,113,276,24,9,,
"Suministro de electricidad, gas y agua (096)",20,9,10,1,,,,
"Construcción (097)",755,44,487,202,18,4,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",2090,511,52,1394,84,49,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",158,20,26,101,9,2,,
"Comercio al por mayor (100)",112,40,15,49,5,3,,
"Comercio al por menor (101)",1820,451,11,1244,70,44,,
"Hoteles y restaurantes (102)",285,117,18,130,17,3,,
"Trans., almac. y comunicaciones (103)",2982,217,390,2323,21,31,,
"Intermediación financiera (104)",22,22,,,,,,
"Activid.inmobil., empres. y alquileres (105)",310,248,25,35,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",494,473,21,,,,,
"Enseñanza (107)",241,223,,17,1,,,
"Servicios sociales y de salud (108)",49,36,1,11,1,,,
"Otras activ. serv.comun.soc y personales (109)",310,121,50,128,5,6,,
"Hogares privados con servicio doméstico (110)",21,,,,,,21,
"Actividad economica no especificada (112)",305,88,52,149,5,11,,
"Desocupado (113)",361,,,,,,,361
"Mujeres (114)",4101,1461,141,1631,76,274,350,168
"Agric., ganadería, caza y silvicultura (115)",60,,17,26,3,14,,
"Pesca (116)",9,3,4,2,,,,
