"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANUCO (000)",69080,64660,261,14709,13556,10193,13427,7863,3571,1080,4420,223570
"De 12 a 14 años (001)",97,40,1,33,6,,,,,,57,45
"De 15 a 19 años (002)",1878,1690,29,1457,173,21,10,,,,188,1906
"De 20 a 24 años (003)",7765,6147,38,4062,1564,377,87,19,,,1618,8802
"De 25 a 29 años (004)",9049,7772,28,3261,2624,1215,595,37,12,,1277,14995
"De 30 a 34 años (005)",8638,8137,28,2077,2578,1749,1418,246,36,5,501,20538
"De 35 a 39 años (006)",8461,8208,22,1204,2181,1817,2021,771,171,21,253,26453
"De 40 a 44 años (007)",7267,7119,17,707,1418,1455,2042,1018,375,87,148,27423
"De 45 a 49 años (008)",6262,6155,15,508,935,1077,1765,1166,535,154,107,26970
"De 50 y más años (009)",19663,19392,83,1400,2077,2482,5489,4606,2442,813,271,96438
"PEA (010)",24101,22215,87,5638,5378,3915,4265,1958,776,198,1886,67956
"De 12 a 14 años (011)",16,8,,7,1,,,,,,8,9
"De 15 a 19 años (012)",333,294,2,256,29,5,2,,,,39,337
"De 20 a 24 años (013)",2084,1519,10,1117,305,63,16,8,,,565,2033
"De 25 a 29 años (014)",3184,2514,9,1315,783,272,120,8,7,,670,4311
"De 30 a 34 años (015)",3383,3102,16,1076,1035,569,342,56,6,2,281,6742
"De 35 a 39 años (016)",3675,3534,11,693,1145,802,683,163,31,6,141,9737
"De 40 a 44 años (017)",3391,3314,8,436,840,782,843,293,91,21,77,10974
"De 45 a 49 años (018)",2747,2704,8,293,532,590,754,372,127,28,43,10157
"De 50 y más años (019)",5288,5226,23,445,708,832,1505,1058,514,141,62,23656
