"CUADRO Nº 5: POBLACIÓN TOTAL, POR TENENCIA DE PARTIDA DE NACIMIENTO OTORGADO POR EL REGISTRO CIVIL, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE PARTIDA NACIMIENTO",,
,,"TIENE PARTIDA DE NACIMIENTO","NO TIENE PARTIDA DE NACIMIENTO","NO ESPECIFICADO"
,,,,
"Provincia BONGARA (000)",27465,27085,228,152
"Hombres (001)",14148,13985,79,84
"Mujeres (002)",13317,13100,149,68
"Menores de 1 año (003)",495,438,43,14
"Hombres (004)",260,233,20,7
"Mujeres (005)",235,205,23,7
"De 1 a 5 años (006)",2975,2807,46,122
"Hombres (007)",1479,1386,21,72
"Mujeres (008)",1496,1421,25,50
"De 6 a 14 años (009)",5864,5849,10,5
"Hombres (010)",3007,2998,6,3
"Mujeres (011)",2857,2851,4,2
"De 15 a 29 años (012)",7166,7158,7,1
"Hombres (013)",3809,3807,2,
"Mujeres (014)",3357,3351,5,1
"De 30 a 44 años (015)",5521,5499,18,4
"Hombres (016)",2850,2843,6,1
"Mujeres (017)",2671,2656,12,3
"De 45 a 64 años (018)",3724,3700,24,
"Hombres (019)",1950,1943,7,
"Mujeres (020)",1774,1757,17,
"De 65 a más años (021)",1720,1634,80,6
"Hombres (022)",793,775,17,1
"Mujeres (023)",927,859,63,5
,,,,
"URBANA (024)",16460,16259,121,80
"Hombres (025)",8416,8321,45,50
"Mujeres (026)",8044,7938,76,30
"Menores de 1 año (027)",272,243,24,5
"Hombres (028)",146,131,13,2
"Mujeres (029)",126,112,11,3
"De 1 a 5 años (030)",1619,1522,29,68
"Hombres (031)",807,747,15,45
"Mujeres (032)",812,775,14,23
"De 6 a 14 años (033)",3353,3345,6,2
"Hombres (034)",1720,1714,4,2
"Mujeres (035)",1633,1631,2,
"De 15 a 29 años (036)",4194,4190,3,1
"Hombres (037)",2214,2213,1,
"Mujeres (038)",1980,1977,2,1
"De 30 a 44 años (039)",3521,3515,4,2
"Hombres (040)",1780,1778,1,1
"Mujeres (041)",1741,1737,3,1
"De 45 a 64 años (042)",2393,2380,13,
"Hombres (043)",1252,1250,2,
"Mujeres (044)",1141,1130,11,
"De 65 a más años (045)",1108,1064,42,2
"Hombres (046)",497,488,9,
"Mujeres (047)",611,576,33,2
,,,,
"RURAL (048)",11005,10826,107,72
"Hombres (049)",5732,5664,34,34
"Mujeres (050)",5273,5162,73,38
"Menores de 1 año (051)",223,195,19,9
"Hombres (052)",114,102,7,5
"Mujeres (053)",109,93,12,4
"De 1 a 5 años (054)",1356,1285,17,54
"Hombres (055)",672,639,6,27
"Mujeres (056)",684,646,11,27
"De 6 a 14 años (057)",2511,2504,4,3
"Hombres (058)",1287,1284,2,1
"Mujeres (059)",1224,1220,2,2
"De 15 a 29 años (060)",2972,2968,4,
"Hombres (061)",1595,1594,1,
"Mujeres (062)",1377,1374,3,
"De 30 a 44 años (063)",2000,1984,14,2
"Hombres (064)",1070,1065,5,
"Mujeres (065)",930,919,9,2
"De 45 a 64 años (066)",1331,1320,11,
"Hombres (067)",698,693,5,
"Mujeres (068)",633,627,6,
"De 65 a más años (069)",612,570,38,4
"Hombres (070)",296,287,8,1
"Mujeres (071)",316,283,30,3
