"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CARAVELI",,,,,,,,,
"Viviendas particulares (001)",3635,1540,1135,170,139,3,4,9,635
"Ocupantes presentes (002)",13306,5762,4115,678,458,8,12,26,2247
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3502,1463,1106,161,131,3,4,9,625
"Ocupantes presentes (005)",12835,5492,4025,631,434,8,12,26,2207
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,1,2,1,,,,,
"Ocupantes presentes (008)",7,3,3,1,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",50,35,8,4,,,,,3
"Ocupantes presentes (011)",177,112,27,19,,,,,19
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",41,24,10,1,1,,,,5
"Ocupantes presentes (014)",146,88,33,6,2,,,,17
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1,,1,,,,,,
"Ocupantes presentes (017)",2,,2,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",18,9,3,,5,,,,1
"Ocupantes presentes (020)",68,39,18,,8,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",14,3,5,3,2,,,,1
"Ocupantes presentes (023)",52,9,7,21,14,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,5,,,,,,,
"Ocupantes presentes (026)",19,19,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2988,1482,1098,127,82,3,4,9,183
"Ocupantes presentes (029)",11019,5563,3962,498,236,8,12,26,714
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2856,1405,1070,118,74,3,4,9,173
"Ocupantes presentes (032)",10550,5293,3874,451,212,8,12,26,674
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,1,2,1,,,,,
"Ocupantes presentes (035)",7,3,3,1,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",50,35,8,4,,,,,3
"Ocupantes presentes (038)",177,112,27,19,,,,,19
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",41,24,10,1,1,,,,5
"Ocupantes presentes (041)",146,88,33,6,2,,,,17
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",18,9,3,,5,,,,1
"Ocupantes presentes (047)",68,39,18,,8,,,,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,3,5,3,2,,,,1
"Ocupantes presentes (050)",52,9,7,21,14,,,,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,5,,,,,,,
"Ocupantes presentes (053)",19,19,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",647,58,37,43,57,,,,452
"Ocupantes presentes (056)",2287,199,153,180,222,,,,1533
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",646,58,36,43,57,,,,452
"Ocupantes presentes (059)",2285,199,151,180,222,,,,1533
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1,,1,,,,,,
"Ocupantes presentes (071)",2,,2,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
