"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia PUNO",,,,,,,,,
"Viviendas particulares (001)",2319,1712,311,79,93,32,4,6,82
"Ocupantes presentes (002)",8168,6112,1126,207,331,90,15,20,267
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2220,1659,271,76,90,32,4,6,82
"Ocupantes presentes (005)",7896,5963,1029,190,322,90,15,20,267
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",10,6,1,1,2,,,,
"Ocupantes presentes (008)",39,28,3,1,7,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4,2,2,,,,,,
"Ocupantes presentes (011)",9,7,2,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",78,41,36,1,,,,,
"Ocupantes presentes (014)",198,106,86,6,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",6,4,,1,1,,,,
"Ocupantes presentes (017)",20,8,,10,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",6,,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1866,1459,269,36,53,7,4,6,32
"Ocupantes presentes (029)",6890,5407,987,98,201,32,15,20,130
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1773,1410,229,34,51,7,4,6,32
"Ocupantes presentes (032)",6638,5266,890,91,194,32,15,20,130
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",10,6,1,1,2,,,,
"Ocupantes presentes (035)",39,28,3,1,7,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4,2,2,,,,,,
"Ocupantes presentes (038)",9,7,2,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",78,41,36,1,,,,,
"Ocupantes presentes (041)",198,106,86,6,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",6,,6,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",453,253,42,43,40,25,,,50
"Ocupantes presentes (056)",1278,705,139,109,130,58,,,137
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",447,249,42,42,39,25,,,50
"Ocupantes presentes (059)",1258,697,139,99,128,58,,,137
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",6,4,,1,1,,,,
"Ocupantes presentes (071)",20,8,,10,2,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
