"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia QUISPICANCHI (000)",26385,21287,2010,1085,2003
"Empleado (001)",2792,894,376,422,1100
"Obrero (002)",4306,2070,733,615,888
"Trabajador independiente (003)",13767,13167,600,,
"Empleador o patrono (004)",451,370,57,19,5
"Trabajador familiar no remunerado (005)",4803,4520,244,29,10
"Trabajador del hogar (006)",266,266,,,
"De 06 a 14 años (008)",757,698,51,7,1
"Empleado (009)",29,25,3,1,
"Obrero (010)",49,37,11,,1
"Trabajador independiente (011)",106,101,5,,
"Empleador o patrono (012)",3,2,,1,
"Trabajador familiar no remunerado (013)",525,488,32,5,
"Trabajador del hogar (014)",45,45,,,
"De 15 a 29 años (016)",8529,6785,728,373,643
"Empleado (017)",1000,411,139,127,323
"Obrero (018)",1711,864,305,228,314
"Trabajador independiente (019)",3593,3417,176,,
"Empleador o patrono (020)",110,91,12,6,1
"Trabajador familiar no remunerado (021)",1981,1868,96,12,5
"Trabajador del hogar (022)",134,134,,,
"De 30 a 44 años (024)",9058,6951,757,474,876
"Empleado (025)",1165,296,164,190,515
"Obrero (026)",1591,688,272,273,358
"Trabajador independiente (027)",4922,4675,247,,
"Empleador o patrono (028)",164,140,15,7,2
"Trabajador familiar no remunerado (029)",1187,1123,59,4,1
"Trabajador del hogar (030)",29,29,,,
"De 45 a 64 años (032)",6175,5090,410,220,455
"Empleado (033)",560,147,63,101,249
"Obrero (034)",836,392,134,108,202
"Trabajador independiente (035)",3739,3599,140,,
"Empleador o patrono (036)",132,100,25,5,2
"Trabajador familiar no remunerado (037)",868,812,48,6,2
"Trabajador del hogar (038)",40,40,,,
"De 65 y más años (040)",1866,1763,64,11,28
"Empleado (041)",38,15,7,3,13
"Obrero (042)",119,89,11,6,13
"Trabajador independiente (043)",1407,1375,32,,
"Empleador o patrono (044)",42,37,5,,
"Trabajador familiar no remunerado (045)",242,229,9,2,2
"Trabajador del hogar (046)",18,18,,,
,,,,,
"URBANA (048)",11004,7846,1085,750,1323
"Empleado (049)",2213,681,311,376,845
"Obrero (050)",2276,1089,373,343,471
"Trabajador independiente (051)",5024,4744,280,,
"Empleador o patrono (052)",234,175,42,16,1
"Trabajador familiar no remunerado (053)",1067,967,79,15,6
