"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PARURO (000)",9028,249,2060,3013,2611,1095
"Empleado (001)",691,3,214,325,140,9
"Obrero (002)",1162,14,361,417,304,66
"Trabajador independiente (003)",5462,23,920,1816,1841,862
"Empleador o patrono (004)",114,,25,38,37,14
"Trabajador familiar no remunerado (005)",1525,190,507,407,285,136
"Trabajador del hogar (006)",74,19,33,10,4,8
"Hombres (008)",6717,157,1499,2243,2000,818
"Empleado (009)",436,2,114,204,109,7
"Obrero (010)",1057,14,336,379,272,56
"Trabajador independiente (011)",4437,13,713,1506,1509,696
"Empleador o patrono (012)",101,,24,33,31,13
"Trabajador familiar no remunerado (013)",666,122,302,118,79,45
"Trabajador del hogar (014)",20,6,10,3,,1
"Mujeres (016)",2311,92,561,770,611,277
"Empleado (017)",255,1,100,121,31,2
"Obrero (018)",105,,25,38,32,10
"Trabajador independiente (019)",1025,10,207,310,332,166
"Empleador o patrono (020)",13,,1,5,6,1
"Trabajador familiar no remunerado (021)",859,68,205,289,206,91
"Trabajador del hogar (022)",54,13,23,7,4,7
,,,,,,
"URBANA (024)",3652,151,800,1229,1025,447
"Empleado (025)",505,3,129,253,115,5
"Obrero (026)",401,11,126,131,109,24
"Trabajador independiente (027)",2043,13,339,660,684,347
"Empleador o patrono (028)",80,,18,26,28,8
"Trabajador familiar no remunerado (029)",564,106,164,150,87,57
"Trabajador del hogar (030)",59,18,24,9,2,6
"Hombres (032)",2501,93,520,829,738,321
"Empleado (033)",320,2,67,156,91,4
"Obrero (034)",360,11,117,121,91,20
"Trabajador independiente (035)",1484,5,216,488,504,271
"Empleador o patrono (036)",73,,17,22,26,8
"Trabajador familiar no remunerado (037)",246,69,94,39,26,18
"Trabajador del hogar (038)",18,6,9,3,,
"Mujeres (040)",1151,58,280,400,287,126
"Empleado (041)",185,1,62,97,24,1
"Obrero (042)",41,,9,10,18,4
"Trabajador independiente (043)",559,8,123,172,180,76
"Empleador o patrono (044)",7,,1,4,2,
"Trabajador familiar no remunerado (045)",318,37,70,111,61,39
"Trabajador del hogar (046)",41,12,15,6,2,6
,,,,,,
"RURAL (048)",5376,98,1260,1784,1586,648
"Empleado (049)",186,,85,72,25,4
"Obrero (050)",761,3,235,286,195,42
"Trabajador independiente (051)",3419,10,581,1156,1157,515
"Empleador o patrono (052)",34,,7,12,9,6
"Trabajador familiar no remunerado (053)",961,84,343,257,198,79
"Trabajador del hogar (054)",15,1,9,1,2,2
"Hombres (056)",4216,64,979,1414,1262,497
"Empleado (057)",116,,47,48,18,3
"Obrero (058)",697,3,219,258,181,36
"Trabajador independiente (059)",2953,8,497,1018,1005,425
"Empleador o patrono (060)",28,,7,11,5,5
"Trabajador familiar no remunerado (061)",420,53,208,79,53,27
"Trabajador del hogar (062)",2,,1,,,1
"Mujeres (064)",1160,34,281,370,324,151
"Empleado (065)",70,,38,24,7,1
"Obrero (066)",64,,16,28,14,6
"Trabajador independiente (067)",466,2,84,138,152,90
"Empleador o patrono (068)",6,,,1,4,1
"Trabajador familiar no remunerado (069)",541,31,135,178,145,52
"Trabajador del hogar (070)",13,1,8,1,2,1
