"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ANTONIO RAYMONDI (000)",3281,2482,353,244,202
"Hombres (001)",2743,2105,286,200,152
"Mujeres (002)",538,377,67,44,50
"De 06 a 14 años (003)",15,14,1,,
"Hombres (004)",12,11,1,,
"Mujeres (005)",3,3,,,
"De 15 a 29 años (006)",973,735,97,65,76
"Hombres (007)",779,597,69,55,58
"Mujeres (008)",194,138,28,10,18
"De 30 a 44 años (009)",1077,760,147,96,74
"Hombres (010)",893,646,121,74,52
"Mujeres (011)",184,114,26,22,22
"De 45 a 64 años (012)",901,677,99,80,45
"Hombres (013)",774,583,87,68,36
"Mujeres (014)",127,94,12,12,9
"De 65 y más años (015)",315,296,9,3,7
"Hombres (016)",285,268,8,3,6
"Mujeres (017)",30,28,1,,1
,,,,,
"URBANA (018)",1235,747,167,169,152
"Hombres (019)",894,526,124,135,109
"Mujeres (020)",341,221,43,34,43
"De 06 a 14 años (021)",5,5,,,
"Hombres (022)",3,3,,,
"Mujeres (023)",2,2,,,
"De 15 a 29 años (024)",375,232,45,38,60
"Hombres (025)",263,155,30,32,46
"Mujeres (026)",112,77,15,6,14
"De 30 a 44 años (027)",453,253,69,73,58
"Hombres (028)",316,174,50,56,36
"Mujeres (029)",137,79,19,17,22
"De 45 a 64 años (030)",318,182,51,56,29
"Hombres (031)",241,131,42,45,23
"Mujeres (032)",77,51,9,11,6
"De 65 y más años (033)",84,75,2,2,5
"Hombres (034)",71,63,2,2,4
"Mujeres (035)",13,12,,,1
,,,,,
"RURAL (036)",2046,1735,186,75,50
"Hombres (037)",1849,1579,162,65,43
"Mujeres (038)",197,156,24,10,7
"De 06 a 14 años (039)",10,9,1,,
"Hombres (040)",9,8,1,,
"Mujeres (041)",1,1,,,
"De 15 a 29 años (042)",598,503,52,27,16
"Hombres (043)",516,442,39,23,12
"Mujeres (044)",82,61,13,4,4
"De 30 a 44 años (045)",624,507,78,23,16
"Hombres (046)",577,472,71,18,16
"Mujeres (047)",47,35,7,5,
"De 45 a 64 años (048)",583,495,48,24,16
"Hombres (049)",533,452,45,23,13
"Mujeres (050)",50,43,3,1,3
"De 65 y más años (051)",231,221,7,1,2
"Hombres (052)",214,205,6,1,2
"Mujeres (053)",17,16,1,,
