"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BOLOGNESI (000)",22998,3317,3881,4525,3798,2635,4842
"Católica (001)",19075,2783,3269,3777,3200,2194,3852
"Cristiana/Evangélica (002)",2742,344,427,513,418,316,724
"Otra (003)",782,113,97,146,110,88,228
"Ninguna (004)",399,77,88,89,70,37,38
"Hombres (006)",12056,1729,2064,2512,2066,1344,2341
"Católica (007)",10133,1475,1737,2136,1760,1131,1894
"Cristiana/Evangélica (008)",1287,157,214,242,202,148,324
"Otra (009)",373,58,52,71,51,36,105
"Ninguna (010)",263,39,61,63,53,29,18
"Mujeres (012)",10942,1588,1817,2013,1732,1291,2501
"Católica (013)",8942,1308,1532,1641,1440,1063,1958
"Cristiana/Evangélica (014)",1455,187,213,271,216,168,400
"Otra (015)",409,55,45,75,59,52,123
"Ninguna (016)",136,38,27,26,17,8,20
,,,,,,,
"URBANA (018)",14631,2245,2459,2812,2406,1680,3029
"Católica (019)",11915,1852,2017,2314,1993,1367,2372
"Cristiana/Evangélica (020)",1901,257,312,347,283,221,481
"Otra (021)",523,83,62,95,75,61,147
"Ninguna (022)",292,53,68,56,55,31,29
"Hombres (024)",7388,1160,1290,1452,1238,833,1415
"Católica (025)",6109,979,1061,1220,1036,683,1130
"Cristiana/Evangélica (026)",852,112,153,150,129,100,208
"Otra (027)",237,40,30,45,33,26,63
"Ninguna (028)",190,29,46,37,40,24,14
"Mujeres (030)",7243,1085,1169,1360,1168,847,1614
"Católica (031)",5806,873,956,1094,957,684,1242
"Cristiana/Evangélica (032)",1049,145,159,197,154,121,273
"Otra (033)",286,43,32,50,42,35,84
"Ninguna (034)",102,24,22,19,15,7,15
,,,,,,,
"RURAL (036)",8367,1072,1422,1713,1392,955,1813
"Católica (037)",7160,931,1252,1463,1207,827,1480
"Cristiana/Evangélica (038)",841,87,115,166,135,95,243
"Otra (039)",259,30,35,51,35,27,81
"Ninguna (040)",107,24,20,33,15,6,9
"Hombres (042)",4668,569,774,1060,828,511,926
"Católica (043)",4024,496,676,916,724,448,764
"Cristiana/Evangélica (044)",435,45,61,92,73,48,116
"Otra (045)",136,18,22,26,18,10,42
"Ninguna (046)",73,10,15,26,13,5,4
"Mujeres (048)",3699,503,648,653,564,444,887
"Católica (049)",3136,435,576,547,483,379,716
"Cristiana/Evangélica (050)",406,42,54,74,62,47,127
"Otra (051)",123,12,13,25,17,17,39
"Ninguna (052)",34,14,5,7,2,1,5
