"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia YUNGAY",,,,,,,,,
"Hogares (001)",13024,241,103,81,72,48,35,34,12410
"Ocupantes presentes (002)",54181,805,336,279,293,220,192,244,51812
"Casa independiente",,,,,,,,,
"Hogares (004)",12862,234,103,78,72,47,35,34,12259
"Ocupantes presentes (005)",53577,787,336,270,293,215,192,244,51240
"Departamento en edificio",,,,,,,,,
"Hogares (007)",10,1,,1,,,,,8
"Ocupantes presentes (008)",36,1,,3,,,,,32
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",27,4,,1,,,,,22
"Ocupantes presentes (011)",87,8,,3,,,,,76
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",15,1,,1,,,,,13
"Ocupantes presentes (014)",50,5,,3,,,,,42
"Choza o cabaña",,,,,,,,,
"Hogares (016)",105,1,,,,1,,,103
"Ocupantes presentes (017)",420,4,,,,5,,,411
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",3,,,,,,,,3
"Ocupantes presentes (020)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",2,,,,,,,,2
"Ocupantes presentes (023)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3127,125,42,41,30,23,11,11,2844
"Ocupantes presentes (029)",12560,475,155,156,126,108,54,73,11413
"Casa independiente",,,,,,,,,
"Hogares (031)",3072,119,42,38,30,23,11,11,2798
"Ocupantes presentes (032)",12378,461,155,147,126,108,54,73,11254
"Departamento en edificio",,,,,,,,,
"Hogares (034)",10,1,,1,,,,,8
"Ocupantes presentes (035)",36,1,,3,,,,,32
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",27,4,,1,,,,,22
"Ocupantes presentes (038)",87,8,,3,,,,,76
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",15,1,,1,,,,,13
"Ocupantes presentes (041)",50,5,,3,,,,,42
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",3,,,,,,,,3
"Ocupantes presentes (047)",9,,,,,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",9897,116,61,40,42,25,24,23,9566
"Ocupantes presentes (056)",41621,330,181,123,167,112,138,171,40399
"Casa independiente",,,,,,,,,
"Hogares (058)",9790,115,61,40,42,24,24,23,9461
"Ocupantes presentes (059)",41199,326,181,123,167,107,138,171,39986
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",105,1,,,,1,,,103
"Ocupantes presentes (071)",420,4,,,,5,,,411
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",2,,,,,,,,2
"Otro tipo",,,,,,,,,
