"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia AYMARAES",,,
"Viviendas particulares (001)",3197,2649,548
"Ocupantes presentes (002)",10929,9102,1827
"Casa independiente",,,
"Viviendas particulares (004)",3084,2549,535
"Ocupantes presentes (005)",10615,8818,1797
"Departamento en edificio",,,
"Viviendas particulares (007)",7,7,
"Ocupantes presentes (008)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (010)",14,14,
"Ocupantes presentes (011)",44,44,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",91,78,13
"Ocupantes presentes (014)",252,222,30
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",1,1,
"Ocupantes presentes (023)",1,1,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",2035,1684,351
"Ocupantes presentes (029)",6723,5584,1139
"Casa independiente",,,
"Viviendas particulares (031)",1922,1584,338
"Ocupantes presentes (032)",6409,5300,1109
"Departamento en edificio",,,
"Viviendas particulares (034)",7,7,
"Ocupantes presentes (035)",17,17,
"Vivienda en quinta",,,
"Viviendas particulares (037)",14,14,
"Ocupantes presentes (038)",44,44,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",91,78,13
"Ocupantes presentes (041)",252,222,30
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",1,1,
"Ocupantes presentes (050)",1,1,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1162,965,197
"Ocupantes presentes (056)",4206,3518,688
"Casa independiente",,,
"Viviendas particulares (058)",1162,965,197
"Ocupantes presentes (059)",4206,3518,688
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
