"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia FERREÑAFE (000)",30094,714,9762,10354,7679,1585
"Empleado (001)",4407,21,1287,1909,1134,56
"Obrero (002)",9750,138,3655,3183,2359,415
"Trabajador independiente (003)",9838,55,2270,3642,3054,817
"Empleador o patrono (004)",759,1,123,250,286,99
"Trabajador familiar no remunerado (005)",2527,424,1084,555,358,106
"Trabajador del hogar (006)",674,20,294,232,112,16
"Desocupado (008)",2139,55,1049,583,376,76
"Hombres (009)",22230,459,7218,7399,5869,1285
"Empleado (010)",2497,10,667,1076,703,41
"Obrero (011)",8744,118,3297,2805,2145,379
"Trabajador independiente (012)",7279,27,1701,2617,2285,649
"Empleador o patrono (013)",706,1,116,230,265,94
"Trabajador familiar no remunerado (014)",1350,261,702,215,125,47
"Trabajador del hogar (015)",27,3,13,7,3,1
"Desocupado (017)",1627,39,722,449,343,74
"Mujeres (018)",7864,255,2544,2955,1810,300
"Empleado (019)",1910,11,620,833,431,15
"Obrero (020)",1006,20,358,378,214,36
"Trabajador independiente (021)",2559,28,569,1025,769,168
"Empleador o patrono (022)",53,,7,20,21,5
"Trabajador familiar no remunerado (023)",1177,163,382,340,233,59
"Trabajador del hogar (024)",647,17,281,225,109,15
"Desocupado (026)",512,16,327,134,33,2
,,,,,,
"URBANA (027)",17598,231,5404,6363,4796,804
"Empleado (028)",3945,19,1130,1696,1049,51
"Obrero (029)",4972,66,1631,1652,1381,242
"Trabajador independiente (030)",5739,30,1385,2174,1781,369
"Empleador o patrono (031)",317,1,50,100,120,46
"Trabajador familiar no remunerado (032)",597,72,229,156,103,37
"Trabajador del hogar (033)",563,14,235,205,98,11
"Desocupado (035)",1465,29,744,380,264,48
"Hombres (036)",12407,166,3789,4275,3534,643
"Empleado (037)",2201,10,583,935,636,37
"Obrero (038)",4666,65,1534,1533,1305,229
"Trabajador independiente (039)",3940,21,1011,1411,1223,274
"Empleador o patrono (040)",269,1,44,82,100,42
"Trabajador familiar no remunerado (041)",270,47,124,47,37,15
"Trabajador del hogar (042)",17,1,11,4,1,
"Desocupado (044)",1044,21,482,263,232,46
"Mujeres (045)",5191,65,1615,2088,1262,161
"Empleado (046)",1744,9,547,761,413,14
"Obrero (047)",306,1,97,119,76,13
"Trabajador independiente (048)",1799,9,374,763,558,95
"Empleador o patrono (049)",48,,6,18,20,4
"Trabajador familiar no remunerado (050)",327,25,105,109,66,22
"Trabajador del hogar (051)",546,13,224,201,97,11
"Desocupado (053)",421,8,262,117,32,2
,,,,,,
"RURAL (054)",12496,483,4358,3991,2883,781
"Empleado (055)",462,2,157,213,85,5
"Obrero (056)",4778,72,2024,1531,978,173
"Trabajador independiente (057)",4099,25,885,1468,1273,448
"Empleador o patrono (058)",442,,73,150,166,53
"Trabajador familiar no remunerado (059)",1930,352,855,399,255,69
"Trabajador del hogar (060)",111,6,59,27,14,5
"Desocupado (062)",674,26,305,203,112,28
"Hombres (063)",9823,293,3429,3124,2335,642
"Empleado (064)",296,,84,141,67,4
"Obrero (065)",4078,53,1763,1272,840,150
"Trabajador independiente (066)",3339,6,690,1206,1062,375
"Empleador o patrono (067)",437,,72,148,165,52
"Trabajador familiar no remunerado (068)",1080,214,578,168,88,32
"Trabajador del hogar (069)",10,2,2,3,2,1
"Desocupado (071)",583,18,240,186,111,28
"Mujeres (072)",2673,190,929,867,548,139
"Empleado (073)",166,2,73,72,18,1
"Obrero (074)",700,19,261,259,138,23
"Trabajador independiente (075)",760,19,195,262,211,73
"Empleador o patrono (076)",5,,1,2,1,1
"Trabajador familiar no remunerado (077)",850,138,277,231,167,37
"Trabajador del hogar (078)",101,4,57,24,12,4
"Desocupado (080)",91,8,65,17,1,
