"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",6010,15190,13804,,297,90.9,2
"De 12 a 14 años (001)",532,5,5,,,100,
"De 15 a 19 años (002)",759,145,142,39,97.9,26.9,
"De 20 a 24 años (003)",754,654,645,91,98.6,13.9,
"De 25 a 29 años (004)",702,1139,1118,83,98.2,7.3,
"De 30 a 34 años (005)",635,1476,1422,53,96.3,3.6,
"De 35 a 39 años (006)",538,1623,1545,23,95.2,1.4,
"De 40 a 44 años (007)",473,1664,1558,8,93.6,0.5,
"De 45 a 49 años (008)",409,1644,1506,,91.6,,
"De 50 y más años (009)",1208,6840,5863,,85.7,,
"PEA (010)",1532,3666,3395,54,92.6,1.5,
"De 12 a 14 años (011)",20,2,2,,100,,
"De 15 a 19 años (012)",116,13,13,3,100,23.1,
"De 20 a 24 años (013)",195,118,118,16,100,13.6,
"De 25 a 29 años (014)",191,246,241,11,98,4.5,
"De 30 a 34 años (015)",219,414,403,13,97.3,3.1,
"De 35 a 39 años (016)",217,612,579,10,94.6,1.6,
"De 40 a 44 años (017)",183,574,533,1,92.9,0.2,
"De 45 a 49 años (018)",154,527,494,,93.7,,
"De 50 y más años (019)",237,1160,1012,,87.2,,
"Ocupada (020)",1464,3570,3305,53,92.6,1.5,
"De 12 a 14 años (021)",18,2,2,,100,,
"De 15 a 19 años (022)",105,13,13,3,100,23.1,
"De 20 a 24 años (023)",178,115,115,16,100,13.9,
"De 25 a 29 años (024)",186,242,237,11,97.9,4.5,
"De 30 a 34 años (025)",205,384,373,12,97.1,3.1,
"De 35 a 39 años (026)",213,600,568,10,94.7,1.7,
"De 40 a 44 años (027)",177,559,518,1,92.7,0.2,
"De 45 a 49 años (028)",148,518,485,,93.6,,
"De 50 y más años (029)",234,1137,994,,87.4,,
"Desocupada (030)",68,96,90,1,93.8,1,
"De 12 a 14 años (031)",2,,,,,,
"De 15 a 19 años (032)",11,,,,,,
"De 20 a 24 años (033)",17,3,3,,100,,
"De 25 a 29 años (034)",5,4,4,,100,,
"De 30 a 34 años (035)",14,30,30,1,100,3.3,
"De 35 a 39 años (036)",4,12,11,,91.7,,
"De 40 a 44 años (037)",6,15,15,,100,,
"De 45 a 49 años (038)",6,9,9,,100,,
