"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUANTA (000)",49747,48087,1660
"Hombres (001)",24130,23297,833
"Mujeres (002)",25617,24790,827
"De 18 a 29 años (003)",18004,16974,1030
"Hombres (004)",9236,8596,640
"Mujeres (005)",8768,8378,390
"De 30 a 44 años (006)",15563,15434,129
"Hombres (007)",7589,7524,65
"Mujeres (008)",7974,7910,64
"De 45 a 64 años (009)",11087,10959,128
"Hombres (010)",5123,5087,36
"Mujeres (011)",5964,5872,92
"De 65 y más años (012)",5093,4720,373
"Hombres (013)",2182,2090,92
"Mujeres (014)",2911,2630,281
,,,
"URBANA (015)",23108,22314,794
"Hombres (016)",10909,10476,433
"Mujeres (017)",12199,11838,361
"De 18 a 29 años (018)",8580,8022,558
"Hombres (019)",4286,3944,342
"Mujeres (020)",4294,4078,216
"De 30 a 44 años (021)",7419,7344,75
"Hombres (022)",3456,3412,44
"Mujeres (023)",3963,3932,31
"De 45 a 64 años (024)",5057,5010,47
"Hombres (025)",2311,2293,18
"Mujeres (026)",2746,2717,29
"De 65 y más años (027)",2052,1938,114
"Hombres (028)",856,827,29
"Mujeres (029)",1196,1111,85
,,,
"RURAL (030)",26639,25773,866
"Hombres (031)",13221,12821,400
"Mujeres (032)",13418,12952,466
"De 18 a 29 años (033)",9424,8952,472
"Hombres (034)",4950,4652,298
"Mujeres (035)",4474,4300,174
"De 30 a 44 años (036)",8144,8090,54
"Hombres (037)",4133,4112,21
"Mujeres (038)",4011,3978,33
"De 45 a 64 años (039)",6030,5949,81
"Hombres (040)",2812,2794,18
"Mujeres (041)",3218,3155,63
"De 65 y más años (042)",3041,2782,259
"Hombres (043)",1326,1263,63
"Mujeres (044)",1715,1519,196
