"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAN CHIMU (000)",26528,3108,619,14766,5931,423,726,250,705
"Hombres (001)",14421,1204,313,8131,3549,236,400,160,428
"Mujeres (002)",12107,1904,306,6635,2382,187,326,90,277
"PEA (003)",10568,827,48,5345,2796,265,560,134,593
"Hombres (004)",9054,676,46,4809,2466,195,372,105,385
"Mujeres (005)",1514,151,2,536,330,70,188,29,208
"Ocupada (006)",10214,812,47,5140,2691,260,548,129,587
"Hombres (007)",8757,662,45,4636,2376,192,364,101,381
"Mujeres (008)",1457,150,2,504,315,68,184,28,206
"Desocupada (009)",354,15,1,205,105,5,12,5,6
"Hombres (010)",297,14,1,173,90,3,8,4,4
"Mujeres (011)",57,1,,32,15,2,4,1,2
"No PEA (012)",15960,2281,571,9421,3135,158,166,116,112
"Hombres (013)",5367,528,267,3322,1083,41,28,55,43
"Mujeres (014)",10593,1753,304,6099,2052,117,138,61,69
,,,,,,,,,
"URBANA (018)",5876,310,152,2531,1780,214,397,138,354
"Hombres (019)",2910,69,94,1207,968,111,186,80,195
"Mujeres (020)",2966,241,58,1324,812,103,211,58,159
"PEA (021)",2409,66,6,797,767,136,301,64,272
"Hombres (022)",1688,24,6,602,594,92,167,43,160
"Mujeres (023)",721,42,,195,173,44,134,21,112
"Ocupada (024)",2343,64,5,779,737,133,296,61,268
"Hombres (025)",1635,22,5,584,571,90,164,41,158
"Mujeres (026)",708,42,,195,166,43,132,20,110
"Desocupada (027)",66,2,1,18,30,3,5,3,4
"Hombres (028)",53,2,1,18,23,2,3,2,2
"Mujeres (029)",13,,,,7,1,2,1,2
"No PEA (030)",3467,244,146,1734,1013,78,96,74,82
"Hombres (031)",1222,45,88,605,374,19,19,37,35
"Mujeres (032)",2245,199,58,1129,639,59,77,37,47
,,,,,,,,,
"RURAL (036)",20652,2798,467,12235,4151,209,329,112,351
"Hombres (037)",11511,1135,219,6924,2581,125,214,80,233
"Mujeres (038)",9141,1663,248,5311,1570,84,115,32,118
"PEA (039)",8159,761,42,4548,2029,129,259,70,321
"Hombres (040)",7366,652,40,4207,1872,103,205,62,225
"Mujeres (041)",793,109,2,341,157,26,54,8,96
"Ocupada (042)",7871,748,42,4361,1954,127,252,68,319
"Hombres (043)",7122,640,40,4052,1805,102,200,60,223
"Mujeres (044)",749,108,2,309,149,25,52,8,96
"Desocupada (045)",288,13,,187,75,2,7,2,2
"Hombres (046)",244,12,,155,67,1,5,2,2
"Mujeres (047)",44,1,,32,8,1,2,,
"No PEA (048)",12493,2037,425,7687,2122,80,70,42,30
"Hombres (049)",4145,483,179,2717,709,22,9,18,8
"Mujeres (050)",8348,1554,246,4970,1413,58,61,24,22
