"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia RECUAY (000)",5503,3975,483,432,613
"Sin nivel (001)",351,327,15,2,7
"Educación inicial (002)",1,1,,,
"Primaria (003)",1571,1385,89,46,51
"Secundaria (004)",1962,1513,194,128,127
"Superior no univ. incompleta (005)",355,234,54,28,39
"Superior no univ. completa (006)",598,247,64,89,198
"Superior univ. incompleta (007)",203,104,20,22,57
"Superior univ. completa (008)",462,164,47,117,134
"De 06 a 14 años (010)",78,73,2,3,
"Sin nivel (011)",7,7,,,
"Primaria (013)",51,49,1,1,
"Secundaria (014)",20,17,1,2,
"De 15 a 29 años (020)",1575,1108,180,142,145
"Sin nivel (021)",15,14,1,,
"Primaria (023)",194,166,17,6,5
"Secundaria (024)",793,617,85,64,27
"Superior no univ. incompleta (025)",192,135,29,11,17
"Superior no univ. completa (026)",203,90,33,33,47
"Superior univ. incompleta (027)",78,48,7,8,15
"Superior univ. completa (028)",100,38,8,20,34
"De 30 a 44 años (030)",1766,1114,170,193,289
"Sin nivel (031)",75,66,5,1,3
"Educación inicial (032)",1,1,,,
"Primaria (033)",355,295,25,20,15
"Secundaria (034)",666,494,69,44,59
"Superior no univ. incompleta (035)",108,62,16,15,15
"Superior no univ. completa (036)",275,96,24,44,111
"Superior univ. incompleta (037)",64,25,7,8,24
"Superior univ. completa (038)",222,75,24,61,62
"De 45 a 64 años (040)",1546,1177,115,90,164
"Sin nivel (041)",143,132,6,1,4
"Primaria (043)",663,583,39,16,25
"Secundaria (044)",413,324,35,18,36
"Superior no univ. incompleta (045)",46,29,8,2,7
"Superior no univ. completa (046)",104,49,6,11,38
"Superior univ. incompleta (047)",59,29,6,6,18
"Superior univ. completa (048)",118,31,15,36,36
"De 65 y más años (050)",538,503,16,4,15
"Sin nivel (051)",111,108,3,,
"Primaria (053)",308,292,7,3,6
"Secundaria (054)",70,61,4,,5
"Superior no univ. incompleta (055)",9,8,1,,
"Superior no univ. completa (056)",16,12,1,1,2
"Superior univ. incompleta (057)",2,2,,,
"Superior univ. completa (058)",22,20,,,2
,,,,,
"URBANA (060)",3239,2107,314,283,535
"Sin nivel (061)",131,121,5,,5
"Primaria (063)",787,668,55,26,38
"Secundaria (064)",1138,828,126,75,109
