"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia TAYACAJA (000)",495,480,15
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",16,3,13
"Casa pensión (003)",18,18,
"Hospital, clinica (004)",62,62,
"Cárcel, centro de readaptación social (005)",7,7,
"Otro (008)",264,264,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",128,126,2
