"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHANCHAMAYO",,,,,,,
"Viviendas particulares (001)",41934,7571,3238,1575,25278,2216,2056
"Ocupantes presentes (002)",166385,28644,12689,6822,102248,7792,8190
"Casa independiente",,,,,,,
"Viviendas particulares (004)",32165,5434,3130,1332,19101,1673,1495
"Ocupantes presentes (005)",130139,21210,12291,5864,78644,5920,6210
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",583,416,,9,124,18,16
"Ocupantes presentes (008)",1863,1200,,29,490,71,73
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",979,689,,17,203,25,45
"Ocupantes presentes (011)",3729,2360,,97,982,94,196
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",1029,672,,8,263,29,57
"Ocupantes presentes (014)",4124,2588,,41,1169,126,200
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",6659,229,28,159,5501,431,311
"Ocupantes presentes (017)",24752,826,130,660,20601,1413,1122
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",382,82,80,48,42,20,110
"Ocupantes presentes (020)",1321,323,268,124,181,88,337
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",103,49,,,32,18,4
"Ocupantes presentes (023)",374,137,,,144,75,18
"Otro tipo",,,,,,,
"Viviendas particulares (025)",34,,,2,12,2,18
"Ocupantes presentes (026)",83,,,7,37,5,34
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",22733,6442,3095,1142,10225,527,1302
"Ocupantes presentes (029)",94150,24530,12064,4998,44966,2177,5415
"Casa independiente",,,,,,,
"Viviendas particulares (031)",19646,4535,3015,1058,9562,422,1054
"Ocupantes presentes (032)",82738,17923,11796,4700,42005,1747,4567
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",583,416,,9,124,18,16
"Ocupantes presentes (035)",1863,1200,,29,490,71,73
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",979,689,,17,203,25,45
"Ocupantes presentes (038)",3729,2360,,97,982,94,196
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",1029,672,,8,263,29,57
"Ocupantes presentes (041)",4124,2588,,41,1169,126,200
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",382,82,80,48,42,20,110
"Ocupantes presentes (047)",1321,323,268,124,181,88,337
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",87,48,,,23,12,4
"Ocupantes presentes (050)",311,136,,,110,47,18
"Otro tipo",,,,,,,
"Viviendas particulares (052)",27,,,2,8,1,16
"Ocupantes presentes (053)",64,,,7,29,4,24
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",19201,1129,143,433,15053,1689,754
"Ocupantes presentes (056)",72235,4114,625,1824,57282,5615,2775
"Casa independiente",,,,,,,
"Viviendas particulares (058)",12519,899,115,274,9539,1251,441
"Ocupantes presentes (059)",47401,3287,495,1164,36639,4173,1643
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",6659,229,28,159,5501,431,311
"Ocupantes presentes (071)",24752,826,130,660,20601,1413,1122
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",16,1,,,9,6,
"Ocupantes presentes (077)",63,1,,,34,28,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",7,,,,4,1,2
"Ocupantes presentes (080)",19,,,,8,1,10
