"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",24750,1124,5861,4580,3788,3377,2382,1557,2081
"Quechua (001)",18,,5,1,3,1,2,2,4
"Aymara (002)",2,,,,,1,,1,
"Ashaninca (003)",5,,2,1,1,,,1,
"Otra lengua nativa (004)",1,,,,1,,,,
"Castellano (005)",24644,1119,5841,4566,3777,3360,2376,1539,2066
"Es sordomudo/a (007)",80,5,13,12,6,15,4,14,11
"Hombres (009)",13051,575,3003,2493,2022,1809,1329,817,1003
"Quechua (010)",8,,2,1,2,,1,1,1
"Aymara (011)",1,,,,,,,1,
"Ashaninca (012)",1,,1,,,,,,
"Castellano (014)",12994,572,2993,2484,2017,1799,1327,807,995
"Es sordomudo/a (016)",47,3,7,8,3,10,1,8,7
"Mujeres (018)",11699,549,2858,2087,1766,1568,1053,740,1078
"Quechua (019)",10,,3,,1,1,1,1,3
"Aymara (020)",1,,,,,1,,,
"Ashaninca (021)",4,,1,1,1,,,1,
"Otra lengua nativa (022)",1,,,,1,,,,
"Castellano (023)",11650,547,2848,2082,1760,1561,1049,732,1071
"Es sordomudo/a (025)",33,2,6,4,3,5,3,6,4
,,,,,,,,,
"URBANA (027)",8150,317,1814,1400,1166,1279,882,547,745
"Quechua (028)",6,,1,,1,,1,1,2
"Aymara (029)",2,,,,,1,,1,
"Ashaninca (030)",1,,,1,,,,,
"Otra lengua nativa (031)",1,,,,1,,,,
"Castellano (032)",8111,314,1811,1394,1163,1274,877,539,739
"Es sordomudo/a (034)",29,3,2,5,1,4,4,6,4
"Hombres (036)",4122,171,918,705,577,637,490,278,346
"Quechua (037)",2,,,,,,,1,1
"Aymara (038)",1,,,,,,,1,
"Castellano (041)",4098,168,917,701,577,633,489,272,341
"Es sordomudo/a (043)",21,3,1,4,,4,1,4,4
"Mujeres (045)",4028,146,896,695,589,642,392,269,399
"Quechua (046)",4,,1,,1,,1,,1
"Aymara (047)",1,,,,,1,,,
"Ashaninca (048)",1,,,1,,,,,
"Otra lengua nativa (049)",1,,,,1,,,,
"Castellano (050)",4013,146,894,693,586,641,388,267,398
"Es sordomudo/a (052)",8,,1,1,1,,3,2,
,,,,,,,,,
"RURAL (054)",16600,807,4047,3180,2622,2098,1500,1010,1336
"Quechua (055)",12,,4,1,2,1,1,1,2
"Ashaninca (057)",4,,2,,1,,,1,
"Castellano (059)",16533,805,4030,3172,2614,2086,1499,1000,1327
"Es sordomudo/a (061)",51,2,11,7,5,11,,8,7
"Hombres (063)",8929,404,2085,1788,1445,1172,839,539,657
"Quechua (064)",6,,2,1,2,,1,,
"Ashaninca (066)",1,,1,,,,,,
"Castellano (068)",8896,404,2076,1783,1440,1166,838,535,654
"Es sordomudo/a (070)",26,,6,4,3,6,,4,3
"Mujeres (072)",7671,403,1962,1392,1177,926,661,471,679
"Quechua (073)",6,,2,,,1,,1,2
"Ashaninca (075)",3,,1,,1,,,1,
"Castellano (077)",7637,401,1954,1389,1174,920,661,465,673
"Es sordomudo/a (079)",25,2,5,3,2,5,,4,4
