"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia VICTOR FAJARDO",,,,,
"Viviendas particulares (001)",395,62,55,136,142
"Ocupantes presentes (002)",1305,203,180,458,464
"Casa independiente",,,,,
"Viviendas particulares (004)",390,61,53,136,140
"Ocupantes presentes (005)",1290,202,177,458,453
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (010)",2,,1,,1
"Ocupantes presentes (011)",8,,2,,6
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",1,,,,1
"Ocupantes presentes (014)",5,,,,5
"Choza o cabaña",,,,,
"Viviendas particulares (016)",2,1,1,,
"Ocupantes presentes (017)",2,1,1,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",298,51,43,81,123
"Ocupantes presentes (029)",983,173,143,271,396
"Casa independiente",,,,,
"Viviendas particulares (031)",295,51,42,81,121
"Ocupantes presentes (032)",970,173,141,271,385
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Viviendas particulares (037)",2,,1,,1
"Ocupantes presentes (038)",8,,2,,6
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",1,,,,1
"Ocupantes presentes (041)",5,,,,5
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",97,11,12,55,19
"Ocupantes presentes (056)",322,30,37,187,68
"Casa independiente",,,,,
"Viviendas particulares (058)",95,10,11,55,19
"Ocupantes presentes (059)",320,29,36,187,68
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",2,1,1,,
"Ocupantes presentes (071)",2,1,1,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
