"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia SAN IGNACIO (000)",87966,16711,17888,18400,14000,9360,11607
"Católica (001)",74495,14294,15101,15370,11843,7954,9933
"Cristiana/Evangélica (002)",8050,1425,1603,1756,1316,857,1093
"Otra (003)",2930,527,583,639,450,342,389
"Ninguna (004)",2491,465,601,635,391,207,192
"Hombres (006)",47489,8857,9814,9722,7511,5107,6478
"Católica (007)",40351,7609,8366,8085,6373,4348,5570
"Cristiana/Evangélica (008)",4098,719,806,903,652,438,580
"Otra (009)",1475,246,281,326,234,180,208
"Ninguna (010)",1565,283,361,408,252,141,120
"Mujeres (012)",40477,7854,8074,8678,6489,4253,5129
"Católica (013)",34144,6685,6735,7285,5470,3606,4363
"Cristiana/Evangélica (014)",3952,706,797,853,664,419,513
"Otra (015)",1455,281,302,313,216,162,181
"Ninguna (016)",926,182,240,227,139,66,72
,,,,,,,
"URBANA (018)",15161,2785,2991,3217,2557,1691,1920
"Católica (019)",13398,2518,2629,2814,2271,1492,1674
"Cristiana/Evangélica (020)",922,146,179,196,167,96,138
"Otra (021)",519,84,108,106,76,64,81
"Ninguna (022)",322,37,75,101,43,39,27
"Hombres (024)",7764,1346,1564,1578,1306,934,1036
"Católica (025)",6851,1223,1384,1366,1161,811,906
"Cristiana/Evangélica (026)",452,68,89,96,78,52,69
"Otra (027)",250,35,45,51,36,40,43
"Ninguna (028)",211,20,46,65,31,31,18
"Mujeres (030)",7397,1439,1427,1639,1251,757,884
"Católica (031)",6547,1295,1245,1448,1110,681,768
"Cristiana/Evangélica (032)",470,78,90,100,89,44,69
"Otra (033)",269,49,63,55,40,24,38
"Ninguna (034)",111,17,29,36,12,8,9
,,,,,,,
"RURAL (036)",72805,13926,14897,15183,11443,7669,9687
"Católica (037)",61097,11776,12472,12556,9572,6462,8259
"Cristiana/Evangélica (038)",7128,1279,1424,1560,1149,761,955
"Otra (039)",2411,443,475,533,374,278,308
"Ninguna (040)",2169,428,526,534,348,168,165
"Hombres (042)",39725,7511,8250,8144,6205,4173,5442
"Católica (043)",33500,6386,6982,6719,5212,3537,4664
"Cristiana/Evangélica (044)",3646,651,717,807,574,386,511
"Otra (045)",1225,211,236,275,198,140,165
"Ninguna (046)",1354,263,315,343,221,110,102
"Mujeres (048)",33080,6415,6647,7039,5238,3496,4245
"Católica (049)",27597,5390,5490,5837,4360,2925,3595
"Cristiana/Evangélica (050)",3482,628,707,753,575,375,444
"Otra (051)",1186,232,239,258,176,138,143
"Ninguna (052)",815,165,211,191,127,58,63
