"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia SANTA CRUZ",,,,
"Viviendas particulares (001)",1231,624,523,84
"Ocupantes presentes (002)",5026,2448,2234,344
"Casa independiente",,,,
"Viviendas particulares (004)",1209,602,523,84
"Ocupantes presentes (005)",4952,2374,2234,344
"Departamento en edificio",,,,
"Viviendas particulares (007)",5,5,,
"Ocupantes presentes (008)",23,23,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",11,11,,
"Ocupantes presentes (011)",40,40,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1,1,,
"Ocupantes presentes (014)",1,1,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (019)",1,1,,
"Ocupantes presentes (020)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",4,4,,
"Ocupantes presentes (023)",9,9,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",982,507,437,38
"Ocupantes presentes (029)",4050,2021,1869,160
"Casa independiente",,,,
"Viviendas particulares (031)",967,492,437,38
"Ocupantes presentes (032)",4002,1973,1869,160
"Departamento en edificio",,,,
"Viviendas particulares (034)",1,1,,
"Ocupantes presentes (035)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",11,11,,
"Ocupantes presentes (038)",40,40,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1,1,,
"Ocupantes presentes (041)",1,1,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",2,2,,
"Ocupantes presentes (050)",4,4,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",249,117,86,46
"Ocupantes presentes (056)",976,427,365,184
"Casa independiente",,,,
"Viviendas particulares (058)",242,110,86,46
"Ocupantes presentes (059)",950,401,365,184
"Departamento en edificio",,,,
"Viviendas particulares (061)",4,4,,
"Ocupantes presentes (062)",20,20,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (073)",1,1,,
"Ocupantes presentes (074)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",2,2,,
"Ocupantes presentes (077)",5,5,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",373,333,36,4
"Ocupantes presentes (110)",1454,1284,150,20
"Casa independiente",,,,
"Viviendas particulares (112)",352,312,36,4
"Ocupantes presentes (113)",1381,1211,150,20
"Departamento en edificio",,,,
"Viviendas particulares (115)",5,5,,
"Ocupantes presentes (116)",23,23,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",11,11,,
"Ocupantes presentes (119)",40,40,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1,1,,
"Ocupantes presentes (122)",1,1,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",1,1,,
"Ocupantes presentes (128)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",3,3,,
"Ocupantes presentes (131)",8,8,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",321,287,31,3
"Ocupantes presentes (137)",1243,1104,127,12
"Casa independiente",,,,
"Viviendas particulares (139)",306,272,31,3
"Ocupantes presentes (140)",1195,1056,127,12
"Departamento en edificio",,,,
"Viviendas particulares (142)",1,1,,
"Ocupantes presentes (143)",3,3,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",11,11,,
"Ocupantes presentes (146)",40,40,,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1,1,,
"Ocupantes presentes (149)",1,1,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",2,2,,
"Ocupantes presentes (158)",4,4,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",52,46,5,1
"Ocupantes presentes (164)",211,180,23,8
"Casa independiente",,,,
"Viviendas particulares (166)",46,40,5,1
"Ocupantes presentes (167)",186,155,23,8
"Departamento en edificio",,,,
"Viviendas particulares (169)",4,4,,
"Ocupantes presentes (170)",20,20,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",1,1,,
"Ocupantes presentes (182)",1,1,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",4,4,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",858,291,487,80
"Ocupantes presentes (218)",3572,1164,2084,324
"Casa independiente",,,,
"Viviendas particulares (220)",857,290,487,80
"Ocupantes presentes (221)",3571,1163,2084,324
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,1,,
"Ocupantes presentes (239)",1,1,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",661,220,406,35
"Ocupantes presentes (245)",2807,917,1742,148
"Casa independiente",,,,
"Viviendas particulares (247)",661,220,406,35
"Ocupantes presentes (248)",2807,917,1742,148
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",197,71,81,45
"Ocupantes presentes (272)",765,247,342,176
"Casa independiente",,,,
"Viviendas particulares (274)",196,70,81,45
"Ocupantes presentes (275)",764,246,342,176
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (292)",1,1,,
"Ocupantes presentes (293)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
