"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BELLAVISTA (000)",310,76,234
"De 14 a 29 años (001)",156,61,95
"De 30 a 44 años (002)",99,13,86
"De 45 a 64 años (003)",45,2,43
"De 65 y más años (004)",10,,10
"Hombres (005)",237,51,186
"De 14 a 29 años (006)",104,39,65
"De 30 a 44 años (007)",85,11,74
"De 45 a 64 años (008)",39,1,38
"De 65 y más años (009)",9,,9
"Mujeres (010)",73,25,48
"De 14 a 29 años (011)",52,22,30
"De 30 a 44 años (012)",14,2,12
"De 45 a 64 años (013)",6,1,5
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",254,64,190
"De 14 a 29 años (016)",132,50,82
"De 30 a 44 años (017)",79,12,67
"De 45 a 64 años (018)",36,2,34
"De 65 y más años (019)",7,,7
"Hombres (020)",192,44,148
"De 14 a 29 años (021)",88,33,55
"De 30 a 44 años (022)",66,10,56
"De 45 a 64 años (023)",32,1,31
"De 65 y más años (024)",6,,6
"Mujeres (025)",62,20,42
"De 14 a 29 años (026)",44,17,27
"De 30 a 44 años (027)",13,2,11
"De 45 a 64 años (028)",4,1,3
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",56,12,44
"De 14 a 29 años (031)",24,11,13
"De 30 a 44 años (032)",20,1,19
"De 45 a 64 años (033)",9,,9
"De 65 y más años (034)",3,,3
"Hombres (035)",45,7,38
"De 14 a 29 años (036)",16,6,10
"De 30 a 44 años (037)",19,1,18
"De 45 a 64 años (038)",7,,7
"De 65 y más años (039)",3,,3
"Mujeres (040)",11,5,6
"De 14 a 29 años (041)",8,5,3
"De 30 a 44 años (042)",1,,1
"De 45 a 64 años (043)",2,,2
