"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia CHEPEN",,,,,,,
"Viviendas particulares (001)",18630,8727,524,927,6538,684,1230
"Ocupantes presentes (002)",75772,36593,1976,3715,26427,2766,4295
"Casa independiente",,,,,,,
"Viviendas particulares (004)",17915,8328,348,926,6449,680,1184
"Ocupantes presentes (005)",73372,35194,1460,3705,26099,2753,4161
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",134,109,25,,,,
"Ocupantes presentes (008)",530,443,87,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",286,192,79,,,,15
"Ocupantes presentes (011)",889,611,240,,,,38
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",173,88,71,,,,14
"Ocupantes presentes (014)",558,318,184,,,,56
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",99,2,,,85,,12
"Ocupantes presentes (017)",350,5,,,315,,30
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,1,1,,1,4,1
"Ocupantes presentes (020)",24,1,5,,4,13,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",13,7,,1,3,,2
"Ocupantes presentes (023)",45,21,,10,9,,5
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,,,,,,2
"Ocupantes presentes (026)",4,,,,,,4
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",15212,8692,516,676,3947,557,824
"Ocupantes presentes (029)",61946,36482,1948,2714,15877,2224,2701
"Casa independiente",,,,,,,
"Viviendas particulares (031)",14598,8295,340,675,3944,553,791
"Ocupantes presentes (032)",59903,35088,1432,2704,15868,2211,2600
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",134,109,25,,,,
"Ocupantes presentes (035)",530,443,87,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",286,192,79,,,,15
"Ocupantes presentes (038)",889,611,240,,,,38
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",173,88,71,,,,14
"Ocupantes presentes (041)",558,318,184,,,,56
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,1,1,,1,4,1
"Ocupantes presentes (047)",24,1,5,,4,13,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",12,7,,1,2,,2
"Ocupantes presentes (050)",41,21,,10,5,,5
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,,,1
"Ocupantes presentes (053)",1,,,,,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",3418,35,8,251,2591,127,406
"Ocupantes presentes (056)",13826,111,28,1001,10550,542,1594
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3317,33,8,251,2505,127,393
"Ocupantes presentes (059)",13469,106,28,1001,10231,542,1561
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",99,2,,,85,,12
"Ocupantes presentes (071)",350,5,,,315,,30
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,,1,,
"Ocupantes presentes (077)",4,,,,4,,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",1,,,,,,1
"Ocupantes presentes (080)",3,,,,,,3
