"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia ANDAHUAYLAS (000)",1971,467,1504
"Sin nivel (001)",205,27,178
"Educación inicial (002)",2,,2
"Primaria (003)",710,158,552
"Secundaria (004)",767,208,559
"Superior no univ. incompleta (005)",52,18,34
"Superior no univ. completa (006)",66,12,54
"Superior univ. incompleta (007)",70,18,52
"Superior univ. completa (008)",99,26,73
"De 14 a 29 años (010)",887,293,594
"Sin nivel (011)",25,8,17
"Primaria (013)",200,77,123
"Secundaria (014)",489,146,343
"Superior no univ. incompleta (015)",39,15,24
"Superior no univ. completa (016)",38,9,29
"Superior univ. incompleta (017)",48,16,32
"Superior univ. completa (018)",48,22,26
"De 30 a 44 años (020)",680,147,533
"Sin nivel (021)",59,12,47
"Educación inicial (022)",2,,2
"Primaria (023)",303,67,236
"Secundaria (024)",223,56,167
"Superior no univ. incompleta (025)",10,3,7
"Superior no univ. completa (026)",26,3,23
"Superior univ. incompleta (027)",17,2,15
"Superior univ. completa (028)",40,4,36
"De 45 a 64 años (030)",314,27,287
"Sin nivel (031)",79,7,72
"Primaria (033)",169,14,155
"Secundaria (034)",47,6,41
"Superior no univ. incompleta (035)",3,,3
"Superior no univ. completa (036)",2,,2
"Superior univ. incompleta (037)",5,,5
"Superior univ. completa (038)",9,,9
"De 65 y más años (040)",90,,90
"Sin nivel (041)",42,,42
"Primaria (043)",38,,38
"Secundaria (044)",8,,8
"Superior univ. completa (048)",2,,2
,,,
"AREA URBANA (050)",958,199,759
"Sin nivel (051)",60,10,50
"Educación inicial (052)",2,,2
"Primaria (053)",223,42,181
"Secundaria (054)",421,90,331
"Superior no univ. incompleta (055)",43,12,31
"Superior no univ. completa (056)",55,8,47
"Superior univ. incompleta (057)",63,14,49
"Superior univ. completa (058)",91,23,68
"De 14 a 29 años (060)",482,137,345
"Sin nivel (061)",9,2,7
"Primaria (063)",50,20,30
"Secundaria (064)",268,66,202
"Superior no univ. incompleta (065)",33,10,23
"Superior no univ. completa (066)",32,6,26
"Superior univ. incompleta (067)",45,13,32
"Superior univ. completa (068)",45,20,25
"De 30 a 44 años (070)",322,57,265
"Sin nivel (071)",21,6,15
"Educación inicial (072)",2,,2
"Primaria (073)",99,20,79
"Secundaria (074)",120,23,97
"Superior no univ. incompleta (075)",9,2,7
"Superior no univ. completa (076)",21,2,19
"Superior univ. incompleta (077)",13,1,12
"Superior univ. completa (078)",37,3,34
"De 45 a 64 años (080)",120,5,115
"Sin nivel (081)",21,2,19
"Primaria (083)",58,2,56
"Secundaria (084)",25,1,24
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",2,,2
"Superior univ. incompleta (087)",5,,5
"Superior univ. completa (088)",8,,8
"De 65 y más años (090)",34,,34
"Sin nivel (091)",9,,9
"Primaria (093)",16,,16
"Secundaria (094)",8,,8
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",1013,268,745
"Sin nivel (101)",145,17,128
"Primaria (103)",487,116,371
"Secundaria (104)",346,118,228
"Superior no univ. incompleta (105)",9,6,3
"Superior no univ. completa (106)",11,4,7
"Superior univ. incompleta (107)",7,4,3
"Superior univ. completa (108)",8,3,5
"De 14 a 29 años (110)",405,156,249
"Sin nivel (111)",16,6,10
"Primaria (113)",150,57,93
"Secundaria (114)",221,80,141
"Superior no univ. incompleta (115)",6,5,1
"Superior no univ. completa (116)",6,3,3
"Superior univ. incompleta (117)",3,3,
"Superior univ. completa (118)",3,2,1
"De 30 a 44 años (120)",358,90,268
"Sin nivel (121)",38,6,32
"Primaria (123)",204,47,157
"Secundaria (124)",103,33,70
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",5,1,4
"Superior univ. incompleta (127)",4,1,3
"Superior univ. completa (128)",3,1,2
"De 45 a 64 años (130)",194,22,172
"Sin nivel (131)",58,5,53
"Primaria (133)",111,12,99
"Secundaria (134)",22,5,17
"Superior no univ. incompleta (135)",2,,2
"Superior univ. completa (138)",1,,1
"De 65 y más años (140)",56,,56
"Sin nivel (141)",33,,33
"Primaria (143)",22,,22
"Superior univ. completa (148)",1,,1
