"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia LAMBAYEQUE (000)",258671,5581,84158,68426,46688,36992,16826
"Jefe o Jefa (001)",56264,,41,6980,18828,20011,10404
"Esposa(o) / compañera(o) (002)",39570,,56,8114,15540,12343,3517
"Hijo(a) / hijastro(a) (003)",119401,3297,64930,40415,8485,2191,83
"Yerno / nuera (004)",6074,,48,4196,1555,259,16
"Nieto(a) (005)",20029,1911,14599,3307,200,12,
"Padres / suegros (006)",2360,,,1,41,512,1806
"Otro(a) pariente (007)",12823,361,4109,4264,1720,1463,906
"Trabajador(a) del hogar (008)",303,,28,208,42,18,7
"Pensionistas (009)",147,,3,101,24,11,8
"Otro(a) no pariente (010)",1700,12,344,840,253,172,79
"Hombres (011)",128348,2896,42909,33819,21896,18203,8625
"Jefe o Jefa (012)",44171,,18,5634,15396,15753,7370
"Esposa(o) / compañera(o) (013)",1457,,28,333,510,419,167
"Hijo(a) / hijastro(a) (014)",62100,1695,33115,22270,4092,897,31
"Yerno / nuera (015)",2014,,21,1029,769,181,14
"Nieto(a) (016)",10405,1002,7506,1782,112,3,
"Padres / suegros (017)",736,,,1,5,129,601
"Otro(a) pariente (018)",6453,190,2038,2249,864,713,399
"Trabajador(a) del hogar (019)",35,,8,18,3,3,3
"Pensionistas (020)",95,,2,63,17,9,4
"Otro(a) no pariente (021)",882,9,173,440,128,96,36
"Mujeres (022)",130323,2685,41249,34607,24792,18789,8201
"Jefe o Jefa (023)",12093,,23,1346,3432,4258,3034
"Esposa(o) / compañera(o) (024)",38113,,28,7781,15030,11924,3350
"Hijo(a) / hijastro(a) (025)",57301,1602,31815,18145,4393,1294,52
"Yerno / nuera (026)",4060,,27,3167,786,78,2
"Nieto(a) (027)",9624,909,7093,1525,88,9,
"Padres / suegros (028)",1624,,,,36,383,1205
"Otro(a) pariente (029)",6370,171,2071,2015,856,750,507
"Trabajador(a) del hogar (030)",268,,20,190,39,15,4
"Pensionistas (031)",52,,1,38,7,2,4
"Otro(a) no pariente (032)",818,3,171,400,125,76,43
,,,,,,,
"URBANA (033)",124818,2367,36769,33959,23979,19426,8318
"Jefe o Jefa (034)",29081,,23,3674,9614,10604,5166
"Esposa(o) / compañera(o) (035)",18748,,31,3649,7538,5973,1557
"Hijo(a) / hijastro(a) (036)",54553,1359,27755,19488,4555,1349,47
"Yerno / nuera (037)",2675,,22,1666,810,166,11
"Nieto(a) (038)",9401,830,6635,1813,116,7,
"Padres / suegros (039)",1247,,,1,22,288,936
"Otro(a) pariente (040)",7411,172,2033,2713,1074,890,529
"Trabajador(a) del hogar (041)",263,,23,189,35,11,5
"Pensionistas (042)",124,,3,87,19,10,5
"Otro(a) no pariente (043)",1315,6,244,679,196,128,62
"Hombres (044)",60271,1210,18675,16310,10728,9254,4094
"Jefe o Jefa (045)",21107,,9,2733,7213,7755,3397
"Esposa(o) / compañera(o) (046)",955,,19,228,326,279,103
"Hijo(a) / hijastro(a) (047)",27537,669,14165,10106,2041,537,19
"Yerno / nuera (048)",1111,,13,526,445,117,10
"Nieto(a) (049)",4803,448,3355,930,68,2,
"Padres / suegros (050)",378,,,1,3,70,304
"Otro(a) pariente (051)",3647,90,993,1387,526,422,229
"Trabajador(a) del hogar (052)",19,,5,10,2,,2
"Pensionistas (053)",78,,2,53,14,8,1
"Otro(a) no pariente (054)",636,3,114,336,90,64,29
"Mujeres (055)",64547,1157,18094,17649,13251,10172,4224
"Jefe o Jefa (056)",7974,,14,941,2401,2849,1769
"Esposa(o) / compañera(o) (057)",17793,,12,3421,7212,5694,1454
"Hijo(a) / hijastro(a) (058)",27016,690,13590,9382,2514,812,28
"Yerno / nuera (059)",1564,,9,1140,365,49,1
"Nieto(a) (060)",4598,382,3280,883,48,5,
"Padres / suegros (061)",869,,,,19,218,632
"Otro(a) pariente (062)",3764,82,1040,1326,548,468,300
"Trabajador(a) del hogar (063)",244,,18,179,33,11,3
"Pensionistas (064)",46,,1,34,5,2,4
"Otro(a) no pariente (065)",679,3,130,343,106,64,33
,,,,,,,
"RURAL (066)",133853,3214,47389,34467,22709,17566,8508
"Jefe o Jefa (067)",27183,,18,3306,9214,9407,5238
"Esposa(o) / compañera(o) (068)",20822,,25,4465,8002,6370,1960
"Hijo(a) / hijastro(a) (069)",64848,1938,37175,20927,3930,842,36
"Yerno / nuera (070)",3399,,26,2530,745,93,5
"Nieto(a) (071)",10628,1081,7964,1494,84,5,
"Padres / suegros (072)",1113,,,,19,224,870
"Otro(a) pariente (073)",5412,189,2076,1551,646,573,377
"Trabajador(a) del hogar (074)",40,,5,19,7,7,2
"Pensionistas (075)",23,,,14,5,1,3
"Otro(a) no pariente (076)",385,6,100,161,57,44,17
"Hombres (077)",68077,1686,24234,17509,11168,8949,4531
"Jefe o Jefa (078)",23064,,9,2901,8183,7998,3973
"Esposa(o) / compañera(o) (079)",502,,9,105,184,140,64
"Hijo(a) / hijastro(a) (080)",34563,1026,18950,12164,2051,360,12
"Yerno / nuera (081)",903,,8,503,324,64,4
"Nieto(a) (082)",5602,554,4151,852,44,1,
"Padres / suegros (083)",358,,,,2,59,297
"Otro(a) pariente (084)",2806,100,1045,862,338,291,170
"Trabajador(a) del hogar (085)",16,,3,8,1,3,1
"Pensionistas (086)",17,,,10,3,1,3
"Otro(a) no pariente (087)",246,6,59,104,38,32,7
"Mujeres (088)",65776,1528,23155,16958,11541,8617,3977
"Jefe o Jefa (089)",4119,,9,405,1031,1409,1265
"Esposa(o) / compañera(o) (090)",20320,,16,4360,7818,6230,1896
"Hijo(a) / hijastro(a) (091)",30285,912,18225,8763,1879,482,24
