"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANTA (000)",10530,1261,827,408,8044
"Conviviente (001)",3009,190,196,83,2541
"Separado(a) (002)",364,14,21,21,308
"Casado(a) (003)",3025,138,357,171,2364
"Viudo(a) (004)",537,20,41,25,452
"Divorciado(a) (005)",38,1,9,4,24
"Soltero(a) (006)",3557,898,203,104,2355
"Hombres (008)",5581,584,452,269,4282
"Conviviente (009)",1527,64,116,52,1296
"Separado(a) (010)",140,2,10,12,116
"Casado(a) (011)",1584,64,198,115,1211
"Viudo(a) (012)",163,4,15,7,137
"Divorciado(a) (013)",28,1,6,3,18
"Soltero(a) (014)",2139,449,107,80,1504
"Mujeres (016)",4949,677,375,139,3762
"Conviviente (017)",1482,126,80,31,1245
"Separado(a) (018)",224,12,11,9,192
"Casado(a) (019)",1441,74,159,56,1153
"Viudo(a) (020)",374,16,26,18,315
"Divorciado(a) (021)",10,,3,1,6
"Soltero(a) (022)",1418,449,96,24,851
,,,,,
"URBANA (024)",5117,708,532,206,3679
"Conviviente (025)",1220,104,81,29,1006
"Separado(a) (026)",174,8,16,9,141
"Casado(a) (027)",1672,102,250,99,1226
"Viudo(a) (028)",316,16,29,8,264
"Divorciado(a) (029)",25,1,5,2,17
"Soltero(a) (030)",1710,477,151,59,1025
"Hombres (032)",2638,320,272,140,1911
"Conviviente (033)",608,36,43,18,511
"Separado(a) (034)",70,1,7,5,57
"Casado(a) (035)",867,45,133,67,626
"Viudo(a) (036)",90,2,10,2,76
"Divorciado(a) (037)",18,1,3,1,13
"Soltero(a) (038)",985,235,76,47,628
"Mujeres (040)",2479,388,260,66,1768
"Conviviente (041)",612,68,38,11,495
"Separado(a) (042)",104,7,9,4,84
"Casado(a) (043)",805,57,117,32,600
"Viudo(a) (044)",226,14,19,6,188
"Divorciado(a) (045)",7,,2,1,4
"Soltero(a) (046)",725,242,75,12,397
,,,,,
"RURAL (048)",5413,553,295,202,4365
"Conviviente (049)",1789,86,115,54,1535
"Separado(a) (050)",190,6,5,12,167
"Casado(a) (051)",1353,36,107,72,1138
"Viudo(a) (052)",221,4,12,17,188
"Divorciado(a) (053)",13,,4,2,7
"Soltero(a) (054)",1847,421,52,45,1330
"Hombres (056)",2943,264,180,129,2371
"Conviviente (057)",919,28,73,34,785
"Separado(a) (058)",70,1,3,7,59
"Casado(a) (059)",717,19,65,48,585
"Viudo(a) (060)",73,2,5,5,61
"Divorciado(a) (061)",10,,3,2,5
"Soltero(a) (062)",1154,214,31,33,876
"Mujeres (064)",2470,289,115,73,1994
"Conviviente (065)",870,58,42,20,750
"Separado(a) (066)",120,5,2,5,108
"Casado(a) (067)",636,17,42,24,553
"Viudo(a) (068)",148,2,7,12,127
"Divorciado(a) (069)",3,,1,,2
"Soltero(a) (070)",693,207,21,12,454
