"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CARABAYA (000)",27265,690,10048,9368,5575,1584
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",31,,5,17,9,
"Profes., científicos e intelectuales (002)",1015,,260,581,171,3
"Técnicos de nivel medio y trab.asimilados (003)",288,,96,138,52,2
"Jefes y empleados de oficina (004)",285,,107,125,50,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",1532,11,510,700,263,48
"Agricult.trabaj. calif. agrop. y pesqueros (006)",9663,28,2509,3408,2698,1020
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",1483,4,769,498,197,15
"Obreros construc., conf., papel, fab., instr. (008)",830,2,260,385,173,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",8967,591,3838,2597,1555,386
"Otra (010)",55,,25,24,6,
"Ocupación no especificada (011)",427,1,199,130,72,25
"Desocupado (012)",2689,53,1470,765,329,72
"Hombres (013)",17485,371,6300,6137,3642,1035
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",24,,4,14,6,
"Profes., científicos e intelectuales (015)",640,,132,364,141,3
"Técnicos de nivel medio y trab.asimilados (016)",201,,60,100,40,1
"Jefes y empleados de oficina (017)",195,,59,91,42,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",545,6,153,250,116,20
"Agricult.trabaj. calif. agrop. y pesqueros (019)",7436,11,1839,2734,2088,764
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1362,4,712,458,175,13
"Obreros construc., conf., papel, fab., instr. (021)",813,2,252,378,172,9
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",3928,319,1905,1018,535,151
"Otra (023)",55,,25,24,6,
"Ocupación no especificada (024)",204,1,106,55,31,11
"Desocupado (025)",2082,28,1053,651,290,60
"Mujeres (026)",9780,319,3748,3231,1933,549
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",7,,1,3,3,
"Profes., científicos e intelectuales (028)",375,,128,217,30,
"Técnicos de nivel medio y trab.asimilados (029)",87,,36,38,12,1
"Jefes y empleados de oficina (030)",90,,48,34,8,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",987,5,357,450,147,28
"Agricult.trabaj. calif. agrop. y pesqueros (032)",2227,17,670,674,610,256
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",121,,57,40,22,2
