"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia RIOJA (000)",25466,570,12186,6777,1866,660,311,108,10,,2978
"Conviviente (001)",11030,301,5578,2824,710,256,95,25,1,,1240
"Separado(a) (002)",1520,43,771,389,118,38,31,7,,,123
"Casado(a) (003)",9533,153,4582,2816,808,264,142,52,3,,713
"Viudo(a) (004)",1427,42,660,371,96,44,31,20,5,,158
"Divorciado(a) (005)",132,1,63,30,16,7,,,,,15
"Soltero(a) (006)",1824,30,532,347,118,51,12,4,1,,729
,,,,,,,,,,,
"URBANA (008)",18937,382,8593,5218,1534,557,256,87,6,,2304
"Conviviente (009)",7750,179,3694,2119,554,211,74,21,,,898
"Separado(a) (010)",1229,37,620,319,92,33,24,4,,,100
"Casado(a) (011)",7211,113,3278,2161,690,228,122,44,2,,573
"Viudo(a) (012)",1080,29,490,289,74,33,26,14,3,,122
"Divorciado(a) (013)",109,,50,26,14,6,,,,,13
"Soltero(a) (014)",1558,24,461,304,110,46,10,4,1,,598
,,,,,,,,,,,
"RURAL (016)",6529,188,3593,1559,332,103,55,21,4,,674
"Conviviente (017)",3280,122,1884,705,156,45,21,4,1,,342
"Separado(a) (018)",291,6,151,70,26,5,7,3,,,23
"Casado(a) (019)",2322,40,1304,655,118,36,20,8,1,,140
"Viudo(a) (020)",347,13,170,82,22,11,5,6,2,,36
"Divorciado(a) (021)",23,1,13,4,2,1,,,,,2
"Soltero(a) (022)",266,6,71,43,8,5,2,,,,131
