"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CONTUMAZA (000)",9230,7464,697,511,558
"Empleado (001)",1594,560,321,340,373
"Obrero (002)",2088,1489,254,160,185
"Trabajador independiente (003)",4138,4050,88,,
"Empleador o patrono (004)",119,107,8,4,
"Trabajador familiar no remunerado (005)",1124,1091,26,7,
"Trabajador del hogar (006)",167,167,,,
"De 06 a 14 años (008)",178,168,6,3,1
"Empleado (009)",6,5,,1,
"Obrero (010)",29,21,5,2,1
"Trabajador independiente (011)",41,40,1,,
"Trabajador familiar no remunerado (013)",95,95,,,
"Trabajador del hogar (014)",7,7,,,
"De 15 a 29 años (016)",2569,2173,187,97,112
"Empleado (017)",315,154,48,45,68
"Obrero (018)",746,557,97,48,44
"Trabajador independiente (019)",851,827,24,,
"Empleador o patrono (020)",22,17,4,1,
"Trabajador familiar no remunerado (021)",558,541,14,3,
"Trabajador del hogar (022)",77,77,,,
"De 30 a 44 años (024)",3137,2334,314,235,254
"Empleado (025)",805,269,188,180,168
"Obrero (026)",669,447,84,52,86
"Trabajador independiente (027)",1333,1301,32,,
"Empleador o patrono (028)",38,34,4,,
"Trabajador familiar no remunerado (029)",247,238,6,3,
"Trabajador del hogar (030)",45,45,,,
"De 45 a 64 años (032)",2529,2015,173,163,178
"Empleado (033)",443,119,84,110,130
"Obrero (034)",518,357,63,50,48
"Trabajador independiente (035)",1336,1314,22,,
"Empleador o patrono (036)",42,39,,3,
"Trabajador familiar no remunerado (037)",158,154,4,,
"Trabajador del hogar (038)",32,32,,,
"De 65 y más años (040)",817,774,17,13,13
"Empleado (041)",25,13,1,4,7
"Obrero (042)",126,107,5,8,6
"Trabajador independiente (043)",577,568,9,,
"Empleador o patrono (044)",17,17,,,
"Trabajador familiar no remunerado (045)",66,63,2,1,
"Trabajador del hogar (046)",6,6,,,
,,,,,
"URBANA (048)",4464,3041,518,432,473
"Empleado (049)",1432,491,284,304,353
"Obrero (050)",984,589,156,119,120
"Trabajador independiente (051)",1632,1567,65,,
"Empleador o patrono (052)",75,64,7,4,
"Trabajador familiar no remunerado (053)",214,203,6,5,
"Trabajador del hogar (054)",127,127,,,
"De 06 a 14 años (056)",39,33,3,3,
"Empleado (057)",6,5,,1,
