"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia AMBO (000)",955,41,473,262,147,32
"Sin nivel (001)",105,8,33,32,24,8
"Educación inicial (002)",2,1,,1,,
"Primaria (003)",318,28,107,97,67,19
"Secundaria (004)",388,4,260,82,37,5
"Superior no univ. incompleta (005)",31,,18,7,6,
"Superior no univ. completa (006)",46,,23,20,3,
"Superior univ. incompleta (007)",28,,12,10,6,
"Superior univ. completa (008)",37,,20,13,4,
"Hombres (010)",739,22,330,220,136,31
"Sin nivel (011)",79,5,18,27,22,7
"Educación inicial (012)",2,1,,1,,
"Primaria (013)",255,14,74,85,63,19
"Secundaria (014)",306,2,194,70,35,5
"Superior no univ. incompleta (015)",25,,14,6,5,
"Superior no univ. completa (016)",25,,10,13,2,
"Superior univ. incompleta (017)",24,,10,9,5,
"Superior univ. completa (018)",23,,10,9,4,
"Mujeres (020)",216,19,143,42,11,1
"Sin nivel (021)",26,3,15,5,2,1
"Primaria (023)",63,14,33,12,4,
"Secundaria (024)",82,2,66,12,2,
"Superior no univ. incompleta (025)",6,,4,1,1,
"Superior no univ. completa (026)",21,,13,7,1,
"Superior univ. incompleta (027)",4,,2,1,1,
"Superior univ. completa (028)",14,,10,4,,
,,,,,,
"Area Urbana (030)",508,12,244,157,79,16
"Sin nivel (031)",41,5,18,6,8,4
"Educación inicial (032)",2,1,,1,,
"Primaria (033)",122,3,34,44,33,8
"Secundaria (034)",231,3,136,64,24,4
"Superior no univ. incompleta (035)",23,,15,5,3,
"Superior no univ. completa (036)",32,,13,17,2,
"Superior univ. incompleta (037)",24,,10,8,6,
"Superior univ. completa (038)",33,,18,12,3,
"Hombres (040)",393,8,175,124,71,15
"Sin nivel (041)",29,5,12,3,6,3
"Educación inicial (042)",2,1,,1,,
"Primaria (043)",99,1,25,35,30,8
"Secundaria (044)",185,1,103,54,23,4
"Superior no univ. incompleta (045)",17,,11,4,2,
"Superior no univ. completa (046)",19,,6,11,2,
"Superior univ. incompleta (047)",21,,9,7,5,
"Superior univ. completa (048)",21,,9,9,3,
"Mujeres (050)",115,4,69,33,8,1
"Sin nivel (051)",12,,6,3,2,1
"Primaria (053)",23,2,9,9,3,
"Secundaria (054)",46,2,33,10,1,
"Superior no univ. incompleta (055)",6,,4,1,1,
"Superior no univ. completa (056)",13,,7,6,,
"Superior univ. incompleta (057)",3,,1,1,1,
"Superior univ. completa (058)",12,,9,3,,
,,,,,,
"Area Rural (060)",447,29,229,105,68,16
"Sin nivel (061)",64,3,15,26,16,4
"Primaria (063)",196,25,73,53,34,11
"Secundaria (064)",157,1,124,18,13,1
"Superior no univ. incompleta (065)",8,,3,2,3,
"Superior no univ. completa (066)",14,,10,3,1,
"Superior univ. incompleta (067)",4,,2,2,,
"Superior univ. completa (068)",4,,2,1,1,
"Hombres (070)",346,14,155,96,65,16
"Sin nivel (071)",50,,6,24,16,4
"Primaria (073)",156,13,49,50,33,11
"Secundaria (074)",121,1,91,16,12,1
"Superior no univ. incompleta (075)",8,,3,2,3,
"Superior no univ. completa (076)",6,,4,2,,
"Superior univ. incompleta (077)",3,,1,2,,
"Superior univ. completa (078)",2,,1,,1,
"Mujeres (080)",101,15,74,9,3,
"Sin nivel (081)",14,3,9,2,,
"Primaria (083)",40,12,24,3,1,
"Secundaria (084)",36,,33,2,1,
"Superior no univ. completa (086)",8,,6,1,1,
"Superior univ. incompleta (087)",1,,1,,,
"Superior univ. completa (088)",2,,1,1,,
