"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia HUANCA SANCOS (000)",3004,32,94,210,336,665,983,684
"De 12 a 14 años (001)",6,,,,,,,6
"De 15 a 19 años (002)",54,,,,,,35,19
"De 20 a 24 años (003)",261,,,,,3,173,85
"De 25 a 29 años (004)",299,,,,,9,213,77
"De 30 a 34 años (005)",312,,,,,53,195,64
"De 35 a 39 años (006)",342,,,,1,119,185,37
"De 40 a 44 años (007)",320,,,,12,141,118,49
"De 45 a 49 años (008)",274,,,1,34,140,56,43
"De 50 y más años (009)",1136,32,94,209,289,200,8,304
"PEA (010)",1177,2,20,71,141,294,366,283
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",15,,,,,,9,6
"De 20 a 24 años (013)",83,,,,,2,48,33
"De 25 a 29 años (014)",125,,,,,5,72,48
"De 30 a 34 años (015)",131,,,,,27,70,34
"De 35 a 39 años (016)",156,,,,1,57,83,15
"De 40 a 44 años (017)",151,,,,7,67,56,21
"De 45 a 49 años (018)",131,,,,19,60,26,26
"De 50 y más años (019)",382,2,20,71,114,76,2,97
"Ocupada (020)",1163,2,20,71,141,292,360,277
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",15,,,,,,9,6
"De 20 a 24 años (023)",80,,,,,2,46,32
"De 25 a 29 años (024)",124,,,,,5,72,47
"De 30 a 34 años (025)",128,,,,,26,69,33
"De 35 a 39 años (026)",152,,,,1,56,81,14
"De 40 a 44 años (027)",149,,,,7,67,55,20
"De 45 a 49 años (028)",131,,,,19,60,26,26
"De 50 y más años (029)",381,2,20,71,114,76,2,96
"Desocupada (030)",14,,,,,2,6,6
"De 20 a 24 años (033)",3,,,,,,2,1
"De 25 a 29 años (034)",1,,,,,,,1
"De 30 a 34 años (035)",3,,,,,1,1,1
"De 35 a 39 años (036)",4,,,,,1,2,1
"De 40 a 44 años (037)",2,,,,,,1,1
"De 50 y más años (039)",1,,,,,,,1
"No PEA (040)",1827,30,74,139,195,371,617,401
"De 12 a 14 años (041)",3,,,,,,,3
"De 15 a 19 años (042)",39,,,,,,26,13
"De 20 a 24 años (043)",178,,,,,1,125,52
"De 25 a 29 años (044)",174,,,,,4,141,29
"De 30 a 34 años (045)",181,,,,,26,125,30
"De 35 a 39 años (046)",186,,,,,62,102,22
"De 40 a 44 años (047)",169,,,,5,74,62,28
"De 45 a 49 años (048)",143,,,1,15,80,30,17
"De 50 y más años (049)",754,30,74,138,175,124,6,207
,,,,,,,,
"URBANA (060)",2043,20,73,148,235,475,652,440
"De 12 a 14 años (061)",6,,,,,,,6
