"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia TUMBES (000)",39948,35716,73,8670,8803,6617,6428,2889,1494,742,4232,113478
"De 12 a 14 años (001)",86,23,2,18,3,,,,,,63,24
"De 15 a 19 años (002)",1366,980,5,877,79,14,5,,,,386,1097
"De 20 a 24 años (003)",5024,3626,8,2555,880,152,27,4,,,1398,4906
"De 25 a 29 años (004)",5763,4790,10,2031,1855,694,179,19,2,,973,8708
"De 30 a 34 años (005)",5356,4890,10,1142,1944,1222,525,38,6,3,466,11234
"De 35 a 39 años (006)",5002,4710,4,680,1523,1401,934,154,11,3,292,13032
"De 40 a 44 años (007)",4333,4143,5,408,1042,1181,1167,283,47,10,190,13365
"De 45 a 49 años (008)",3523,3380,7,320,611,807,1123,398,98,16,143,12430
"De 50 y más años (009)",9495,9174,22,639,866,1146,2468,1993,1330,710,321,48682
"PEA (010)",13544,11652,21,3020,3221,2431,1952,663,265,79,1892,32556
"De 12 a 14 años (011)",8,5,,3,2,,,,,,3,7
"De 15 a 19 años (012)",191,145,,131,11,1,2,,,,46,164
"De 20 a 24 años (013)",1430,825,2,604,178,31,7,3,,,605,1100
"De 25 a 29 años (014)",1979,1431,4,726,476,180,39,6,,,548,2419
"De 30 a 34 años (015)",2137,1854,5,544,714,422,161,7,,1,283,3974
"De 35 a 39 años (016)",2175,2009,1,403,694,545,312,50,3,1,166,5109
"De 40 a 44 años (017)",1975,1886,3,212,530,556,473,97,14,1,89,5715
"De 45 a 49 años (018)",1460,1388,6,180,325,344,381,118,29,5,72,4578
"De 50 y más años (019)",2189,2109,,217,291,352,577,382,219,71,80,9490
"Ocupada (020)",12909,11198,19,2857,3093,2347,1902,643,259,78,1711,31483
