"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CHUMBIVILCAS",,,
"Viviendas particulares (001)",19393,3596,15797
"Ocupantes presentes (002)",75104,13935,61169
"Casa independiente",,,
"Viviendas particulares (004)",16927,3050,13877
"Ocupantes presentes (005)",65685,11854,53831
"Departamento en edificio",,,
"Viviendas particulares (007)",7,7,
"Ocupantes presentes (008)",28,28,
"Vivienda en quinta",,,
"Viviendas particulares (010)",24,24,
"Ocupantes presentes (011)",73,73,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",226,187,39
"Ocupantes presentes (014)",671,547,124
"Choza o cabaña",,,
"Viviendas particulares (016)",2183,318,1865
"Ocupantes presentes (017)",8576,1405,7171
"Vivienda improvisada",,,
"Viviendas particulares (019)",4,2,2
"Ocupantes presentes (020)",9,6,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",20,8,12
"Ocupantes presentes (023)",58,22,36
"Otro tipo",,,
"Viviendas particulares (025)",2,,2
"Ocupantes presentes (026)",4,,4
,,,
URBANA,,,
"Viviendas particulares (028)",4636,2839,1797
"Ocupantes presentes (029)",17041,10658,6383
"Casa independiente",,,
"Viviendas particulares (031)",4363,2611,1752
"Ocupantes presentes (032)",16211,9982,6229
"Departamento en edificio",,,
"Viviendas particulares (034)",7,7,
"Ocupantes presentes (035)",28,28,
"Vivienda en quinta",,,
"Viviendas particulares (037)",24,24,
"Ocupantes presentes (038)",73,73,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",226,187,39
"Ocupantes presentes (041)",671,547,124
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",4,2,2
"Ocupantes presentes (047)",9,6,3
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",12,8,4
"Ocupantes presentes (050)",49,22,27
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",14757,757,14000
"Ocupantes presentes (056)",58063,3277,54786
"Casa independiente",,,
"Viviendas particulares (058)",12564,439,12125
"Ocupantes presentes (059)",49474,1872,47602
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2183,318,1865
"Ocupantes presentes (071)",8576,1405,7171
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",8,,8
"Ocupantes presentes (077)",9,,9
"Otro tipo",,,
"Viviendas particulares (079)",2,,2
"Ocupantes presentes (080)",4,,4
