"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",18201,4550,584,8050,3512,296,588,165,456
"Hombres (001)",8772,1417,302,4153,1994,148,341,113,304
"Mujeres (002)",9429,3133,282,3897,1518,148,247,52,152
"PEA (003)",5459,1266,13,1864,1177,165,468,114,392
"Hombres (004)",4045,815,11,1532,939,95,295,87,271
"Mujeres (005)",1414,451,2,332,238,70,173,27,121
"Ocupada (006)",5092,1176,13,1726,1084,155,460,107,371
"Hombres (007)",3727,738,11,1414,855,89,289,80,251
"Mujeres (008)",1365,438,2,312,229,66,171,27,120
"Desocupada (009)",367,90,,138,93,10,8,7,21
"Hombres (010)",318,77,,118,84,6,6,7,20
"Mujeres (011)",49,13,,20,9,4,2,,1
"No PEA (012)",12742,3284,571,6186,2335,131,120,51,64
"Hombres (013)",4727,602,291,2621,1055,53,46,26,33
"Mujeres (014)",8015,2682,280,3565,1280,78,74,25,31
,,,,,,,,,
"URBANA (018)",2944,289,69,965,742,149,339,95,296
"Hombres (019)",1435,70,36,446,391,65,176,62,189
"Mujeres (020)",1509,219,33,519,351,84,163,33,107
"PEA (021)",1361,95,4,230,318,91,287,70,266
"Hombres (022)",839,42,3,145,218,48,158,53,172
"Mujeres (023)",522,53,1,85,100,43,129,17,94
"Ocupada (024)",1303,90,4,212,300,85,282,67,263
"Hombres (025)",796,39,3,130,204,45,155,50,170
"Mujeres (026)",507,51,1,82,96,40,127,17,93
"Desocupada (027)",58,5,,18,18,6,5,3,3
"Hombres (028)",43,3,,15,14,3,3,3,2
"Mujeres (029)",15,2,,3,4,3,2,,1
"No PEA (030)",1583,194,65,735,424,58,52,25,30
"Hombres (031)",596,28,33,301,173,17,18,9,17
"Mujeres (032)",987,166,32,434,251,41,34,16,13
,,,,,,,,,
"RURAL (036)",15257,4261,515,7085,2770,147,249,70,160
"Hombres (037)",7337,1347,266,3707,1603,83,165,51,115
"Mujeres (038)",7920,2914,249,3378,1167,64,84,19,45
"PEA (039)",4098,1171,9,1634,859,74,181,44,126
"Hombres (040)",3206,773,8,1387,721,47,137,34,99
"Mujeres (041)",892,398,1,247,138,27,44,10,27
"Ocupada (042)",3789,1086,9,1514,784,70,178,40,108
"Hombres (043)",2931,699,8,1284,651,44,134,30,81
"Mujeres (044)",858,387,1,230,133,26,44,10,27
"Desocupada (045)",309,85,,120,75,4,3,4,18
"Hombres (046)",275,74,,103,70,3,3,4,18
"Mujeres (047)",34,11,,17,5,1,,,
"No PEA (048)",11159,3090,506,5451,1911,73,68,26,34
"Hombres (049)",4131,574,258,2320,882,36,28,17,16
"Mujeres (050)",7028,2516,248,3131,1029,37,40,9,18
