"CUADRO Nº 23: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YUNGAY (000)",16646,1816,2613,9385,230,2348,254
"Agric., ganadería, caza y silvicultura (001)",10927,12,1472,7197,136,2110,
"Pesca (002)",2,,,1,1,,
"Explotación de minas y canteras (003)",267,19,239,4,4,1,
"Industrias manufactureras (004)",379,6,130,207,12,24,
"Suministro de electricidad, gas y agua (005)",9,3,6,,,,
"Construcción (006)",609,22,465,106,8,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1321,76,35,1038,35,137,
"Venta, mant.y rep. veh.autom.y motoc. (008)",110,10,34,50,9,7,
"Comercio al por mayor (009)",38,5,,27,2,4,
"Comercio al por menor (010)",1173,61,1,961,24,126,
"Hoteles y restaurantes (011)",352,59,28,231,10,24,
"Trans., almac. y comunicaciones (012)",525,104,85,328,4,4,
"Intermediación financiera (013)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (014)",152,99,13,34,3,3,
"Admin.pub. y defensa; p. segur.soc.afil (015)",336,265,71,,,,
"Enseñanza (016)",940,884,,54,2,,
"Servicios sociales y de salud (017)",170,158,1,11,,,
"Otras activ. serv.comun.soc y personales (018)",188,71,23,85,2,7,
"Hogares privados con servicio doméstico (019)",254,,,,,,254
"Actividad economica no especificada (021)",209,32,45,89,13,30,
"Hombres (022)",12837,1009,2345,7777,181,1516,9
"Agric., ganadería, caza y silvicultura (023)",9525,10,1340,6622,124,1429,
"Pesca (024)",2,,,1,1,,
"Explotación de minas y canteras (025)",263,17,238,4,4,,
"Industrias manufactureras (026)",287,3,105,153,8,18,
"Suministro de electricidad, gas y agua (027)",9,3,6,,,,
"Construcción (028)",578,16,444,102,8,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",534,36,32,409,20,37,
"Venta, mant.y rep. veh.autom.y motoc. (030)",93,4,31,45,7,6,
"Comercio al por mayor (031)",23,4,,18,1,,
"Comercio al por menor (032)",418,28,1,346,12,31,
"Hoteles y restaurantes (033)",79,18,12,36,6,7,
"Trans., almac. y comunicaciones (034)",494,86,80,321,4,3,
"Intermediación financiera (035)",4,4,,,,,
"Activid.inmobil., empres. y alquileres (036)",113,69,13,27,2,2,
"Admin.pub. y defensa; p. segur.soc.afil (037)",217,174,43,,,,
"Enseñanza (038)",491,473,,18,,,
"Servicios sociales y de salud (039)",64,54,1,9,,,
"Otras activ. serv.comun.soc y personales (040)",120,37,18,57,1,7,
"Hogares privados con servicio doméstico (041)",9,,,,,,9
"Actividad economica no especificada (043)",48,9,13,18,3,5,
"Mujeres (044)",3809,807,268,1608,49,832,245
"Agric., ganadería, caza y silvicultura (045)",1402,2,132,575,12,681,
"Explotación de minas y canteras (047)",4,2,1,,,1,
"Industrias manufactureras (048)",92,3,25,54,4,6,
"Construcción (050)",31,6,21,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",787,40,3,629,15,100,
"Venta, mant.y rep. veh.autom.y motoc. (052)",17,6,3,5,2,1,
"Comercio al por mayor (053)",15,1,,9,1,4,
"Comercio al por menor (054)",755,33,,615,12,95,
"Hoteles y restaurantes (055)",273,41,16,195,4,17,
"Trans., almac. y comunicaciones (056)",31,18,5,7,,1,
"Intermediación financiera (057)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (058)",39,30,,7,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (059)",119,91,28,,,,
"Enseñanza (060)",449,411,,36,2,,
"Servicios sociales y de salud (061)",106,104,,2,,,
"Otras activ. serv.comun.soc y personales (062)",68,34,5,28,1,,
"Hogares privados con servicio doméstico (063)",245,,,,,,245
"Actividad economica no especificada (065)",161,23,32,71,10,25,
,,,,,,,
"URBANA (066)",5065,1347,777,2240,127,414,160
"Agric., ganadería, caza y silvicultura (067)",1471,10,242,915,55,249,
"Explotación de minas y canteras (069)",104,17,84,,2,1,
"Industrias manufactureras (070)",227,6,78,116,10,17,
"Suministro de electricidad, gas y agua (071)",3,2,1,,,,
"Construcción (072)",274,16,197,56,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",811,58,27,590,27,109,
"Venta, mant.y rep. veh.autom.y motoc. (074)",78,9,26,35,4,4,
"Comercio al por mayor (075)",15,2,,10,1,2,
"Comercio al por menor (076)",718,47,1,545,22,103,
"Hoteles y restaurantes (077)",269,48,14,180,8,19,
"Trans., almac. y comunicaciones (078)",336,80,51,197,4,4,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",107,66,7,29,3,2,
"Admin.pub. y defensa; p. segur.soc.afil (081)",236,193,43,,,,
"Enseñanza (082)",691,641,,48,2,,
"Servicios sociales y de salud (083)",134,130,,4,,,
"Otras activ. serv.comun.soc y personales (084)",143,57,21,58,2,5,
"Hogares privados con servicio doméstico (085)",160,,,,,,160
"Actividad economica no especificada (087)",94,18,12,47,11,6,
"Hombres (088)",3132,717,672,1459,86,193,5
"Agric., ganadería, caza y silvicultura (089)",1167,8,202,773,47,137,
"Explotación de minas y canteras (091)",100,15,83,,2,,
"Industrias manufactureras (092)",177,3,73,83,7,11,
"Suministro de electricidad, gas y agua (093)",3,2,1,,,,
"Construcción (094)",254,10,187,52,3,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",337,26,25,244,14,28,
"Venta, mant.y rep. veh.autom.y motoc. (096)",64,4,24,30,2,4,
"Comercio al por mayor (097)",7,1,,6,,,
"Comercio al por menor (098)",266,21,1,208,12,24,
"Hoteles y restaurantes (099)",56,14,5,27,4,6,
"Trans., almac. y comunicaciones (100)",314,67,47,193,4,3,
"Intermediación financiera (101)",3,3,,,,,
"Activid.inmobil., empres. y alquileres (102)",76,42,7,24,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (103)",150,128,22,,,,
"Enseñanza (104)",332,318,,14,,,
"Servicios sociales y de salud (105)",47,44,,3,,,
"Otras activ. serv.comun.soc y personales (106)",88,30,16,36,1,5,
"Hogares privados con servicio doméstico (107)",5,,,,,,5
"Actividad economica no especificada (109)",23,7,4,10,2,,
"Mujeres (110)",1933,630,105,781,41,221,155
"Agric., ganadería, caza y silvicultura (111)",304,2,40,142,8,112,
"Explotación de minas y canteras (113)",4,2,1,,,1,
"Industrias manufactureras (114)",50,3,5,33,3,6,
"Construcción (116)",20,6,10,4,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",474,32,2,346,13,81,
"Venta, mant.y rep. veh.autom.y motoc. (118)",14,5,2,5,2,,
"Comercio al por mayor (119)",8,1,,4,1,2,
"Comercio al por menor (120)",452,26,,337,10,79,
"Hoteles y restaurantes (121)",213,34,9,153,4,13,
"Trans., almac. y comunicaciones (122)",22,13,4,4,,1,
"Intermediación financiera (123)",2,2,,,,,
"Activid.inmobil., empres. y alquileres (124)",31,24,,5,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (125)",86,65,21,,,,
