"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia JULCAN (000)",7994,33,146,480,805,1579,3357,1594
"De 12 a 14 años (001)",10,,,,,,1,9
"De 15 a 19 años (002)",252,,,,,,176,76
"De 20 a 24 años (003)",912,,,,,,637,275
"De 25 a 29 años (004)",966,,,,,37,713,216
"De 30 a 34 años (005)",958,,,,1,140,660,157
"De 35 a 39 años (006)",999,,,,4,253,608,134
"De 40 a 44 años (007)",796,,,,35,308,339,114
"De 45 a 49 años (008)",647,,,2,74,316,180,75
"De 50 y más años (009)",2454,33,146,478,691,525,43,538
"PEA (010)",744,,8,25,58,155,276,222
"De 15 a 19 años (012)",17,,,,,,8,9
"De 20 a 24 años (013)",83,,,,,,49,34
"De 25 a 29 años (014)",92,,,,,4,46,42
"De 30 a 34 años (015)",102,,,,,14,63,25
"De 35 a 39 años (016)",123,,,,,39,58,26
"De 40 a 44 años (017)",86,,,,3,24,33,26
"De 45 a 49 años (018)",63,,,,7,30,14,12
"De 50 y más años (019)",178,,8,25,48,44,5,48
"Ocupada (020)",701,,8,24,57,148,259,205
"De 15 a 19 años (022)",15,,,,,,7,8
"De 20 a 24 años (023)",75,,,,,,47,28
"De 25 a 29 años (024)",86,,,,,4,41,41
"De 30 a 34 años (025)",94,,,,,14,59,21
"De 35 a 39 años (026)",115,,,,,36,55,24
"De 40 a 44 años (027)",83,,,,3,22,33,25
"De 45 a 49 años (028)",62,,,,7,30,13,12
"De 50 y más años (029)",171,,8,24,47,42,4,46
"Desocupada (030)",43,,,1,1,7,17,17
"De 15 a 19 años (032)",2,,,,,,1,1
"De 20 a 24 años (033)",8,,,,,,2,6
"De 25 a 29 años (034)",6,,,,,,5,1
"De 30 a 34 años (035)",8,,,,,,4,4
"De 35 a 39 años (036)",8,,,,,3,3,2
"De 40 a 44 años (037)",3,,,,,2,,1
"De 45 a 49 años (038)",1,,,,,,1,
"De 50 y más años (039)",7,,,1,1,2,1,2
"No PEA (040)",7250,33,138,455,747,1424,3081,1372
"De 12 a 14 años (041)",10,,,,,,1,9
"De 15 a 19 años (042)",235,,,,,,168,67
"De 20 a 24 años (043)",829,,,,,,588,241
"De 25 a 29 años (044)",874,,,,,33,667,174
"De 30 a 34 años (045)",856,,,,1,126,597,132
"De 35 a 39 años (046)",876,,,,4,214,550,108
"De 40 a 44 años (047)",710,,,,32,284,306,88
"De 45 a 49 años (048)",584,,,2,67,286,166,63
"De 50 y más años (049)",2276,33,138,453,643,481,38,490
,,,,,,,,
"URBANA (060)",1345,9,17,91,142,293,446,347
"De 15 a 19 años (062)",26,,,,,,18,8
