"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia CONCEPCION (000)",22847,63237,56865,,1051,89.9,1.7
"De 12 a 14 años (001)",2184,18,18,,4,100,22.2
"De 15 a 19 años (002)",2918,383,372,114,97.1,29.8,
"De 20 a 24 años (003)",2401,1939,1878,255,96.9,13.2,
"De 25 a 29 años (004)",2108,3407,3266,218,95.9,6.4,
"De 30 a 34 años (005)",1993,4967,4752,233,95.7,4.7,
"De 35 a 39 años (006)",1972,6444,6066,150,94.1,2.3,
"De 40 a 44 años (007)",1740,6901,6457,60,93.6,0.9,
"De 45 a 49 años (008)",1466,6799,6263,17,92.1,0.3,
"De 50 y más años (009)",6065,32379,27793,,85.8,,
"PEA (010)",6712,18653,17147,248,91.9,1.3,
"De 12 a 14 años (011)",90,2,2,,100,,
"De 15 a 19 años (012)",429,90,87,20,96.7,22.2,
"De 20 a 24 años (013)",771,464,456,49,98.3,10.6,
"De 25 a 29 años (014)",809,1007,967,60,96,6,
"De 30 a 34 años (015)",802,1593,1533,62,96.2,3.9,
"De 35 a 39 años (016)",772,2114,2040,35,96.5,1.7,
"De 40 a 44 años (017)",780,2660,2506,17,94.2,0.6,
"De 45 a 49 años (018)",621,2536,2339,5,92.2,0.2,
"De 50 y más años (019)",1638,8187,7217,,88.2,,
"Ocupada (020)",6450,18323,16834,236,91.9,1.3,
"De 12 a 14 años (021)",83,2,2,,100,,
"De 15 a 19 años (022)",390,84,81,20,96.4,23.8,
"De 20 a 24 años (023)",704,440,432,45,98.2,10.2,
"De 25 a 29 años (024)",747,962,923,56,95.9,5.8,
"De 30 a 34 años (025)",775,1561,1502,60,96.2,3.8,
"De 35 a 39 años (026)",757,2081,2007,34,96.4,1.6,
"De 40 a 44 años (027)",757,2592,2441,16,94.2,0.6,
"De 45 a 49 años (028)",614,2517,2320,5,92.2,0.2,
"De 50 y más años (029)",1623,8084,7126,,88.1,,
"Desocupada (030)",262,330,313,12,94.8,3.6,
"De 12 a 14 años (031)",7,,,,,,
"De 15 a 19 años (032)",39,6,6,,100,,
"De 20 a 24 años (033)",67,24,24,4,100,16.7,
"De 25 a 29 años (034)",62,45,44,4,97.8,8.9,
"De 30 a 34 años (035)",27,32,31,2,96.9,6.3,
"De 35 a 39 años (036)",15,33,33,1,100,3,
