"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia VILCAS HUAMAN",,,,,,,
"Hogares (001)",7092,251,145,112,155,246,6265
"Ocupantes presentes (002)",23154,746,400,404,487,797,20566
"Casa independiente",,,,,,,
"Hogares (004)",6902,237,143,107,147,238,6107
"Ocupantes presentes (005)",22590,710,394,390,468,776,20084
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (010)",28,6,,,,1,22
"Ocupantes presentes (011)",100,19,,,,2,81
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",10,,,,1,1,8
"Ocupantes presentes (014)",27,,,,1,1,25
"Choza o cabaña",,,,,,,
"Hogares (016)",147,7,2,5,6,6,125
"Ocupantes presentes (017)",432,16,6,14,17,18,373
"Vivienda improvisada",,,,,,,
"Hogares (019)",3,1,,,,,2
"Ocupantes presentes (020)",3,1,,,,,2
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",1,,,,1,,
"Ocupantes presentes (023)",1,,,,1,,
"Otro tipo",,,,,,,
"Hogares (025)",1,,,,,,1
"Ocupantes presentes (026)",1,,,,,,1
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",2221,131,46,41,39,51,1942
"Ocupantes presentes (029)",7056,390,127,164,126,156,6179
"Casa independiente",,,,,,,
"Hogares (031)",2179,124,46,41,37,49,1910
"Ocupantes presentes (032)",6925,370,127,164,124,153,6071
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Hogares (037)",28,6,,,,1,22
"Ocupantes presentes (038)",100,19,,,,2,81
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",10,,,,1,1,8
"Ocupantes presentes (041)",27,,,,1,1,25
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",3,1,,,,,2
"Ocupantes presentes (047)",3,1,,,,,2
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",1,,,,1,,
"Ocupantes presentes (050)",1,,,,1,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",4871,120,99,71,116,195,4323
"Ocupantes presentes (056)",16098,356,273,240,361,641,14387
"Casa independiente",,,,,,,
"Hogares (058)",4723,113,97,66,110,189,4197
"Ocupantes presentes (059)",15665,340,267,226,344,623,14013
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",147,7,2,5,6,6,125
"Ocupantes presentes (071)",432,16,6,14,17,18,373
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
"Hogares (079)",1,,,,,,1
"Ocupantes presentes (080)",1,,,,,,1
