"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia CUSCO",,,,
"Viviendas particulares (001)",81189,58506,20274,2409
"Ocupantes presentes (002)",328220,240367,78142,9711
"Casa independiente",,,,
"Viviendas particulares (004)",60273,45160,13069,2044
"Ocupantes presentes (005)",256995,193674,54750,8571
"Departamento en edificio",,,,
"Viviendas particulares (007)",5840,5121,719,
"Ocupantes presentes (008)",20390,18124,2266,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",4823,3243,1580,
"Ocupantes presentes (011)",16327,11179,5148,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",10055,4851,4865,339
"Ocupantes presentes (014)",33929,17026,15846,1057
"Choza o cabaña",,,,
"Viviendas particulares (016)",14,,,14
"Ocupantes presentes (017)",52,,,52
"Vivienda improvisada",,,,
"Viviendas particulares (019)",54,28,20,6
"Ocupantes presentes (020)",149,75,64,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",129,103,21,5
"Ocupantes presentes (023)",376,289,68,19
"Otro tipo",,,,
"Viviendas particulares (025)",1,,,1
"Ocupantes presentes (026)",2,,,2
Si,,,,
"Viviendas particulares (028)",71981,52461,17654,1866
"Ocupantes presentes (029)",287301,212701,67163,7437
"Casa independiente",,,,
"Viviendas particulares (031)",52455,39923,10986,1546
"Ocupantes presentes (032)",221430,169208,45777,6445
"Departamento en edificio",,,,
"Viviendas particulares (034)",5620,4927,693,
"Ocupantes presentes (035)",19576,17398,2178,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",4528,3081,1447,
"Ocupantes presentes (038)",15082,10485,4597,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",9192,4405,4490,297
"Ocupantes presentes (041)",30670,15260,14484,926
"Choza o cabaña",,,,
"Viviendas particulares (043)",13,,,13
"Ocupantes presentes (044)",42,,,42
"Vivienda improvisada",,,,
"Viviendas particulares (046)",50,27,17,6
"Ocupantes presentes (047)",139,70,59,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",122,98,21,3
"Ocupantes presentes (050)",360,280,68,12
"Otro tipo",,,,
"Viviendas particulares (052)",1,,,1
"Ocupantes presentes (053)",2,,,2
No,,,,
"Viviendas particulares (055)",9208,6045,2620,543
"Ocupantes presentes (056)",40919,27666,10979,2274
"Casa independiente",,,,
"Viviendas particulares (058)",7818,5237,2083,498
"Ocupantes presentes (059)",35565,24466,8973,2126
"Departamento en edificio",,,,
"Viviendas particulares (061)",220,194,26,
"Ocupantes presentes (062)",814,726,88,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",295,162,133,
"Ocupantes presentes (065)",1245,694,551,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",863,446,375,42
"Ocupantes presentes (068)",3259,1766,1362,131
"Choza o cabaña",,,,
"Viviendas particulares (070)",1,,,1
"Ocupantes presentes (071)",10,,,10
"Vivienda improvisada",,,,
"Viviendas particulares (073)",4,1,3,
"Ocupantes presentes (074)",10,5,5,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",7,5,,2
"Ocupantes presentes (077)",16,9,,7
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",79475,57863,19574,2038
"Ocupantes presentes (110)",320901,237580,75097,8224
"Casa independiente",,,,
"Viviendas particulares (112)",58573,44517,12369,1687
"Ocupantes presentes (113)",249728,190887,51705,7136
"Departamento en edificio",,,,
"Viviendas particulares (115)",5840,5121,719,
"Ocupantes presentes (116)",20390,18124,2266,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",4823,3243,1580,
"Ocupantes presentes (119)",16327,11179,5148,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",10055,4851,4865,339
"Ocupantes presentes (122)",33929,17026,15846,1057
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",54,28,20,6
"Ocupantes presentes (128)",149,75,64,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",129,103,21,5
"Ocupantes presentes (131)",376,289,68,19
"Otro tipo",,,,
"Viviendas particulares (133)",1,,,1
"Ocupantes presentes (134)",2,,,2
Si,,,,
"Viviendas particulares (136)",70412,51903,16986,1523
"Ocupantes presentes (137)",280639,210296,64277,6066
"Casa independiente",,,,
"Viviendas particulares (139)",50899,39365,10318,1216
"Ocupantes presentes (140)",214810,166803,42891,5116
"Departamento en edificio",,,,
"Viviendas particulares (142)",5620,4927,693,
"Ocupantes presentes (143)",19576,17398,2178,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",4528,3081,1447,
"Ocupantes presentes (146)",15082,10485,4597,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",9192,4405,4490,297
"Ocupantes presentes (149)",30670,15260,14484,926
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",50,27,17,6
"Ocupantes presentes (155)",139,70,59,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",122,98,21,3
"Ocupantes presentes (158)",360,280,68,12
"Otro tipo",,,,
"Viviendas particulares (160)",1,,,1
"Ocupantes presentes (161)",2,,,2
No,,,,
"Viviendas particulares (163)",9063,5960,2588,515
"Ocupantes presentes (164)",40262,27284,10820,2158
"Casa independiente",,,,
"Viviendas particulares (166)",7674,5152,2051,471
"Ocupantes presentes (167)",34918,24084,8814,2020
"Departamento en edificio",,,,
"Viviendas particulares (169)",220,194,26,
"Ocupantes presentes (170)",814,726,88,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",295,162,133,
"Ocupantes presentes (173)",1245,694,551,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",863,446,375,42
"Ocupantes presentes (176)",3259,1766,1362,131
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",4,1,3,
"Ocupantes presentes (182)",10,5,5,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",7,5,,2
"Ocupantes presentes (185)",16,9,,7
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",1714,643,700,371
"Ocupantes presentes (218)",7319,2787,3045,1487
"Casa independiente",,,,
"Viviendas particulares (220)",1700,643,700,357
"Ocupantes presentes (221)",7267,2787,3045,1435
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",14,,,14
"Ocupantes presentes (233)",52,,,52
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",1569,558,668,343
"Ocupantes presentes (245)",6662,2405,2886,1371
"Casa independiente",,,,
"Viviendas particulares (247)",1556,558,668,330
"Ocupantes presentes (248)",6620,2405,2886,1329
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",13,,,13
"Ocupantes presentes (260)",42,,,42
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",145,85,32,28
"Ocupantes presentes (272)",657,382,159,116
"Casa independiente",,,,
"Viviendas particulares (274)",144,85,32,27
"Ocupantes presentes (275)",647,382,159,106
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",1,,,1
"Ocupantes presentes (287)",10,,,10
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
