"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LUYA (000)",41365,10981,11270,8382,6835,3897
"Hombres (001)",21431,5640,6053,4419,3497,1822
"Mujeres (002)",19934,5341,5217,3963,3338,2075
"PEA (003)",15874,397,5065,5074,3772,1566
"Hombres (004)",12764,336,4151,3953,3037,1287
"Mujeres (005)",3110,61,914,1121,735,279
"Ocupada (006)",15711,379,4982,5034,3759,1557
"Hombres (007)",12650,322,4098,3922,3027,1281
"Mujeres (008)",3061,57,884,1112,732,276
"Desocupada (009)",163,18,83,40,13,9
"Hombres (010)",114,14,53,31,10,6
"Mujeres (011)",49,4,30,9,3,3
"No PEA (012)",25491,10584,6205,3308,3063,2331
"Hombres (013)",8667,5304,1902,466,460,535
"Mujeres (014)",16824,5280,4303,2842,2603,1796
,,,,,,
"URBANA (018)",17035,4186,4406,3594,2956,1893
"Hombres (019)",8456,2124,2266,1801,1470,795
"Mujeres (020)",8579,2062,2140,1793,1486,1098
"PEA (021)",6885,153,1940,2348,1740,704
"Hombres (022)",5049,129,1442,1649,1293,536
"Mujeres (023)",1836,24,498,699,447,168
"Ocupada (024)",6785,146,1890,2326,1728,695
"Hombres (025)",4974,123,1408,1630,1283,530
"Mujeres (026)",1811,23,482,696,445,165
"Desocupada (027)",100,7,50,22,12,9
"Hombres (028)",75,6,34,19,10,6
"Mujeres (029)",25,1,16,3,2,3
"No PEA (030)",10150,4033,2466,1246,1216,1189
"Hombres (031)",3407,1995,824,152,177,259
"Mujeres (032)",6743,2038,1642,1094,1039,930
,,,,,,
"RURAL (036)",24330,6795,6864,4788,3879,2004
"Hombres (037)",12975,3516,3787,2618,2027,1027
"Mujeres (038)",11355,3279,3077,2170,1852,977
"PEA (039)",8989,244,3125,2726,2032,862
"Hombres (040)",7715,207,2709,2304,1744,751
"Mujeres (041)",1274,37,416,422,288,111
"Ocupada (042)",8926,233,3092,2708,2031,862
"Hombres (043)",7676,199,2690,2292,1744,751
"Mujeres (044)",1250,34,402,416,287,111
"Desocupada (045)",63,11,33,18,1,
"Hombres (046)",39,8,19,12,,
"Mujeres (047)",24,3,14,6,1,
"No PEA (048)",15341,6551,3739,2062,1847,1142
"Hombres (049)",5260,3309,1078,314,283,276
"Mujeres (050)",10081,3242,2661,1748,1564,866
