"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHINCHEROS (000)",12894,296,6032,3675,1024,351,122,62,11,,1321
"Sin Nivel (001)",4795,138,2162,1338,385,163,65,36,8,,500
"Educación Inicial (002)",35,,17,6,4,,,,,,8
"Primaria (003)",4777,129,2632,1262,275,83,34,16,3,,343
"Secundaria (004)",2364,27,1065,757,162,31,12,6,,,304
"Sup. no Univ. Incompleta (005)",178,,40,74,19,5,,,,,40
"Sup. no Univ. Completa (006)",316,1,51,110,79,25,6,1,,,43
"Sup. Univ. Incompleta (007)",115,,21,50,13,4,1,,,,26
"Sup. Univ. Completa (008)",314,1,44,78,87,40,4,3,,,57
,,,,,,,,,,,
"URBANA (010)",4149,79,1761,1223,437,157,47,28,2,,415
"Sin Nivel (011)",1078,33,463,280,100,51,18,15,2,,116
"Educación Inicial (012)",13,,7,1,1,,,,,,4
"Primaria (013)",1425,36,771,390,97,32,13,6,,,80
"Secundaria (014)",941,10,398,315,78,19,8,3,,,110
"Sup. no Univ. Incompleta (015)",113,,32,50,15,2,,,,,14
"Sup. no Univ. Completa (016)",223,,31,80,60,19,4,1,,,28
"Sup. Univ. Incompleta (017)",92,,18,40,12,4,1,,,,17
"Sup. Univ. Completa (018)",264,,41,67,74,30,3,3,,,46
,,,,,,,,,,,
"RURAL (020)",8745,217,4271,2452,587,194,75,34,9,,906
"Sin Nivel (021)",3717,105,1699,1058,285,112,47,21,6,,384
"Educación Inicial (022)",22,,10,5,3,,,,,,4
"Primaria (023)",3352,93,1861,872,178,51,21,10,3,,263
"Secundaria (024)",1423,17,667,442,84,12,4,3,,,194
"Sup. no Univ. Incompleta (025)",65,,8,24,4,3,,,,,26
"Sup. no Univ. Completa (026)",93,1,20,30,19,6,2,,,,15
"Sup. Univ. Incompleta (027)",23,,3,10,1,,,,,,9
"Sup. Univ. Completa (028)",50,1,3,11,13,10,1,,,,11
