"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia HUARI (000)",36789,35210,1579
"Hombres (001)",19048,18573,475
"Mujeres (002)",17741,16637,1104
"De 18 a 29 años (003)",11363,11028,335
"Hombres (004)",6233,6063,170
"Mujeres (005)",5130,4965,165
"De 30 a 44 años (006)",10861,10713,148
"Hombres (007)",5897,5849,48
"Mujeres (008)",4964,4864,100
"De 45 a 64 años (009)",8980,8730,250
"Hombres (010)",4397,4325,72
"Mujeres (011)",4583,4405,178
"De 65 y más años (012)",5585,4739,846
"Hombres (013)",2521,2336,185
"Mujeres (014)",3064,2403,661
,,,
"URBANA (015)",13296,12863,433
"Hombres (016)",6601,6465,136
"Mujeres (017)",6695,6398,297
"De 18 a 29 años (018)",4109,3998,111
"Hombres (019)",2129,2070,59
"Mujeres (020)",1980,1928,52
"De 30 a 44 años (021)",4091,4048,43
"Hombres (022)",2030,2016,14
"Mujeres (023)",2061,2032,29
"De 45 a 64 años (024)",3203,3135,68
"Hombres (025)",1584,1565,19
"Mujeres (026)",1619,1570,49
"De 65 y más años (027)",1893,1682,211
"Hombres (028)",858,814,44
"Mujeres (029)",1035,868,167
,,,
"RURAL (030)",23493,22347,1146
"Hombres (031)",12447,12108,339
"Mujeres (032)",11046,10239,807
"De 18 a 29 años (033)",7254,7030,224
"Hombres (034)",4104,3993,111
"Mujeres (035)",3150,3037,113
"De 30 a 44 años (036)",6770,6665,105
"Hombres (037)",3867,3833,34
"Mujeres (038)",2903,2832,71
"De 45 a 64 años (039)",5777,5595,182
"Hombres (040)",2813,2760,53
"Mujeres (041)",2964,2835,129
"De 65 y más años (042)",3692,3057,635
"Hombres (043)",1663,1522,141
"Mujeres (044)",2029,1535,494
