"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SANTIAGO DE CHUCO (000)",13962,13358,62,2313,2310,1989,3204,2082,1039,359,604,53028
"De 12 a 14 años (001)",18,8,1,6,1,,,,,,10,8
"De 15 a 19 años (002)",460,404,9,323,61,8,3,,,,56,481
"De 20 a 24 años (003)",1554,1355,9,719,453,142,31,1,,,199,2185
"De 25 a 29 años (004)",1672,1541,3,421,515,333,241,27,1,,131,3653
"De 30 a 34 años (005)",1670,1583,8,237,375,370,439,132,20,2,87,5017
"De 35 a 39 años (006)",1671,1640,4,142,261,332,550,260,75,16,31,6550
"De 40 a 44 años (007)",1329,1303,2,94,156,209,407,264,135,36,26,6041
"De 45 a 49 años (008)",1134,1123,2,69,112,163,328,255,148,46,11,5593
"De 50 y más años (009)",4454,4401,24,302,376,432,1205,1143,660,259,53,23500
"PEA (010)",2242,2033,6,474,429,361,424,220,83,36,209,6764
"De 12 a 14 años (011)",1,1,,1,,,,,,,,1
"De 15 a 19 años (012)",39,33,,27,6,,,,,,6,39
"De 20 a 24 años (013)",234,167,1,116,32,13,4,1,,,67,242
"De 25 a 29 años (014)",305,247,1,105,78,38,20,5,,,58,491
"De 30 a 34 años (015)",330,281,2,80,90,61,35,11,2,,49,677
"De 35 a 39 años (016)",347,331,,48,82,81,91,23,3,3,16,1045
"De 40 a 44 años (017)",272,267,,32,50,60,80,26,15,4,5,993
"De 45 a 49 años (018)",230,228,,21,36,44,68,42,16,1,2,939
"De 50 y más años (019)",484,478,2,44,55,64,126,112,47,28,6,2337
"Ocupada (020)",2157,1976,6,455,417,351,411,218,82,36,181,6614
"De 12 a 14 años (021)",1,1,,1,,,,,,,,1
