"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCANE (000)",66182,12528,1487,26999,19837,1448,1564,1092,1227
"Quechua (001)",20400,3624,312,8342,6795,367,292,356,312
"Aymara (002)",35249,7450,597,15456,9684,586,753,278,445
"Ashaninca (003)",32,6,1,14,10,,,,1
"Otra lengua nativa (004)",11,2,1,5,3,,,,
"Castellano (005)",10392,1375,575,3164,3341,495,519,458,465
"Idioma extranjero (006)",5,1,,1,,,,,3
"Es sordomudo/a (007)",93,70,1,17,4,,,,1
"Hombres (009)",32021,3503,734,12827,11336,938,1012,777,894
"Quechua (010)",9794,919,160,3902,3873,250,195,258,237
"Aymara (011)",16721,1853,277,7275,5765,416,548,223,364
"Ashaninca (012)",16,1,,7,7,,,,1
"Otra lengua nativa (013)",7,,1,3,3,,,,
"Castellano (014)",5427,690,296,1629,1685,272,269,296,290
"Idioma extranjero (015)",2,,,1,,,,,1
"Es sordomudo/a (016)",54,40,,10,3,,,,1
"Mujeres (018)",34161,9025,753,14172,8501,510,552,315,333
"Quechua (019)",10606,2705,152,4440,2922,117,97,98,75
"Aymara (020)",18528,5597,320,8181,3919,170,205,55,81
"Ashaninca (021)",16,5,1,7,3,,,,
"Otra lengua nativa (022)",4,2,,2,,,,,
"Castellano (023)",4965,685,279,1535,1656,223,250,162,175
"Idioma extranjero (024)",3,1,,,,,,,2
"Es sordomudo/a (025)",39,30,1,7,1,,,,
,,,,,,,,,
"URBANA (027)",13138,1399,297,3988,4629,640,903,525,757
"Quechua (028)",2402,330,21,820,895,66,85,75,110
"Aymara (029)",4821,525,33,1660,1683,211,370,104,235
"Ashaninca (030)",6,,,3,2,,,,1
"Otra lengua nativa (031)",8,1,,4,3,,,,
"Castellano (032)",5890,539,243,1497,2046,363,448,346,408
"Idioma extranjero (033)",5,1,,1,,,,,3
"Es sordomudo/a (034)",6,3,,3,,,,,
"Hombres (036)",6590,465,139,1843,2440,357,502,342,502
"Quechua (037)",1166,79,9,376,491,46,44,48,73
"Aymara (038)",2390,128,9,689,947,129,234,80,174
"Ashaninca (039)",2,,,1,,,,,1
"Otra lengua nativa (040)",5,,,2,3,,,,
"Castellano (041)",3022,256,121,773,999,182,224,214,253
"Idioma extranjero (042)",2,,,1,,,,,1
"Es sordomudo/a (043)",3,2,,1,,,,,
"Mujeres (045)",6548,934,158,2145,2189,283,401,183,255
"Quechua (046)",1236,251,12,444,404,20,41,27,37
"Aymara (047)",2431,397,24,971,736,82,136,24,61
"Ashaninca (048)",4,,,2,2,,,,
"Otra lengua nativa (049)",3,1,,2,,,,,
"Castellano (050)",2868,283,122,724,1047,181,224,132,155
"Idioma extranjero (051)",3,1,,,,,,,2
"Es sordomudo/a (052)",3,1,,2,,,,,
,,,,,,,,,
"RURAL (054)",53044,11129,1190,23011,15208,808,661,567,470
"Quechua (055)",17998,3294,291,7522,5900,301,207,281,202
"Aymara (056)",30428,6925,564,13796,8001,375,383,174,210
"Ashaninca (057)",26,6,1,11,8,,,,
"Otra lengua nativa (058)",3,1,1,1,,,,,
"Castellano (059)",4502,836,332,1667,1295,132,71,112,57
"Es sordomudo/a (061)",87,67,1,14,4,,,,1
"Hombres (063)",25431,3038,595,10984,8896,581,510,435,392
"Quechua (064)",8628,840,151,3526,3382,204,151,210,164
"Aymara (065)",14331,1725,268,6586,4818,287,314,143,190
"Ashaninca (066)",14,1,,6,7,,,,
"Otra lengua nativa (067)",2,,1,1,,,,,
"Castellano (068)",2405,434,175,856,686,90,45,82,37
"Es sordomudo/a (070)",51,38,,9,3,,,,1
"Mujeres (072)",27613,8091,595,12027,6312,227,151,132,78
"Quechua (073)",9370,2454,140,3996,2518,97,56,71,38
"Aymara (074)",16097,5200,296,7210,3183,88,69,31,20
"Ashaninca (075)",12,5,1,5,1,,,,
"Otra lengua nativa (076)",1,1,,,,,,,
"Castellano (077)",2097,402,157,811,609,42,26,30,20
"Es sordomudo/a (079)",36,29,1,5,1,,,,
