"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CASMA (000)",15974,135,5216,5764,3915,944
"Empleado (001)",2963,10,985,1300,617,51
"Obrero (002)",5625,46,2367,1891,1108,213
"Trabajador independiente (003)",6189,26,1455,2189,1932,587
"Empleador o patrono (004)",336,1,45,120,114,56
"Trabajador familiar no remunerado (005)",635,46,272,179,103,35
"Trabajador del hogar (006)",226,6,92,85,41,2
"Hombres (008)",11439,89,3810,3922,2819,799
"Empleado (009)",1646,6,509,700,391,40
"Obrero (010)",4505,34,1895,1485,901,190
"Trabajador independiente (011)",4628,16,1160,1566,1394,492
"Empleador o patrono (012)",271,1,31,99,90,50
"Trabajador familiar no remunerado (013)",378,32,210,68,43,25
"Trabajador del hogar (014)",11,,5,4,,2
"Mujeres (016)",4535,46,1406,1842,1096,145
"Empleado (017)",1317,4,476,600,226,11
"Obrero (018)",1120,12,472,406,207,23
"Trabajador independiente (019)",1561,10,295,623,538,95
"Empleador o patrono (020)",65,,14,21,24,6
"Trabajador familiar no remunerado (021)",257,14,62,111,60,10
"Trabajador del hogar (022)",215,6,87,81,41,
,,,,,,
"URBANA (024)",11527,91,3682,4344,2866,544
"Empleado (025)",2773,9,926,1207,583,48
"Obrero (026)",3298,24,1358,1150,661,105
"Trabajador independiente (027)",4637,20,1158,1683,1441,335
"Empleador o patrono (028)",236,1,37,96,70,32
"Trabajador familiar no remunerado (029)",376,31,121,130,72,22
"Trabajador del hogar (030)",207,6,82,78,39,2
"Hombres (032)",7608,57,2476,2740,1908,427
"Empleado (033)",1528,6,471,646,368,37
"Obrero (034)",2503,18,1013,863,517,92
"Trabajador independiente (035)",3226,14,892,1116,949,255
"Empleador o patrono (036)",185,1,26,78,52,28
"Trabajador familiar no remunerado (037)",156,18,69,34,22,13
"Trabajador del hogar (038)",10,,5,3,,2
"Mujeres (040)",3919,34,1206,1604,958,117
"Empleado (041)",1245,3,455,561,215,11
"Obrero (042)",795,6,345,287,144,13
"Trabajador independiente (043)",1411,6,266,567,492,80
"Empleador o patrono (044)",51,,11,18,18,4
"Trabajador familiar no remunerado (045)",220,13,52,96,50,9
"Trabajador del hogar (046)",197,6,77,75,39,
,,,,,,
"RURAL (048)",4447,44,1534,1420,1049,400
"Empleado (049)",190,1,59,93,34,3
"Obrero (050)",2327,22,1009,741,447,108
"Trabajador independiente (051)",1552,6,297,506,491,252
"Empleador o patrono (052)",100,,8,24,44,24
"Trabajador familiar no remunerado (053)",259,15,151,49,31,13
"Trabajador del hogar (054)",19,,10,7,2,
"Hombres (056)",3831,32,1334,1182,911,372
"Empleado (057)",118,,38,54,23,3
"Obrero (058)",2002,16,882,622,384,98
"Trabajador independiente (059)",1402,2,268,450,445,237
"Empleador o patrono (060)",86,,5,21,38,22
"Trabajador familiar no remunerado (061)",222,14,141,34,21,12
"Trabajador del hogar (062)",1,,,1,,
"Mujeres (064)",616,12,200,238,138,28
"Empleado (065)",72,1,21,39,11,
"Obrero (066)",325,6,127,119,63,10
"Trabajador independiente (067)",150,4,29,56,46,15
"Empleador o patrono (068)",14,,3,3,6,2
"Trabajador familiar no remunerado (069)",37,1,10,15,10,1
"Trabajador del hogar (070)",18,,10,6,2,
