"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CONDORCANQUI (000)",24706,5373,1301,425,17622
"Conviviente (001)",13861,1234,562,86,11986
"Separado(a) (002)",793,85,30,7,671
"Casado(a) (003)",1051,84,276,41,651
"Viudo(a) (004)",728,32,14,1,681
"Divorciado(a) (005)",68,2,7,1,58
"Soltero(a) (006)",8205,3936,412,289,3575
"Hombres (008)",12461,2385,704,390,8994
"Conviviente (009)",6707,313,327,73,6000
"Separado(a) (010)",209,10,10,5,184
"Casado(a) (011)",543,32,153,36,323
"Viudo(a) (012)",164,5,4,1,154
"Divorciado(a) (013)",21,,3,1,17
"Soltero(a) (014)",4817,2025,207,274,2316
"Mujeres (016)",12245,2988,597,35,8628
"Conviviente (017)",7154,921,235,13,5986
"Separado(a) (018)",584,75,20,2,487
"Casado(a) (019)",508,52,123,5,328
"Viudo(a) (020)",564,27,10,,527
"Divorciado(a) (021)",47,2,4,,41
"Soltero(a) (022)",3388,1911,205,15,1259
,,,,,
"URBANA (024)",4214,975,657,195,2392
"Conviviente (025)",1642,197,227,54,1166
"Separado(a) (026)",135,12,12,2,109
"Casado(a) (027)",455,38,153,17,247
"Viudo(a) (028)",88,10,7,1,70
"Divorciado(a) (029)",14,,4,,10
"Soltero(a) (030)",1880,718,254,121,790
"Hombres (032)",2208,467,350,175,1220
"Conviviente (033)",792,56,119,48,571
"Separado(a) (034)",39,2,6,2,29
"Casado(a) (035)",230,13,85,14,118
"Viudo(a) (036)",21,2,,1,18
"Divorciado(a) (037)",5,,2,,3
"Soltero(a) (038)",1121,394,138,110,481
"Mujeres (040)",2006,508,307,20,1172
"Conviviente (041)",850,141,108,6,595
"Separado(a) (042)",96,10,6,,80
"Casado(a) (043)",225,25,68,3,129
"Viudo(a) (044)",67,8,7,,52
"Divorciado(a) (045)",9,,2,,7
"Soltero(a) (046)",759,324,116,11,309
,,,,,
"RURAL (048)",20492,4398,644,230,15230
"Conviviente (049)",12219,1037,335,32,10820
"Separado(a) (050)",658,73,18,5,562
"Casado(a) (051)",596,46,123,24,404
"Viudo(a) (052)",640,22,7,,611
"Divorciado(a) (053)",54,2,3,1,48
"Soltero(a) (054)",6325,3218,158,168,2785
"Hombres (056)",10253,1918,354,215,7774
"Conviviente (057)",5915,257,208,25,5429
"Separado(a) (058)",170,8,4,3,155
"Casado(a) (059)",313,19,68,22,205
"Viudo(a) (060)",143,3,4,,136
"Divorciado(a) (061)",16,,1,1,14
"Soltero(a) (062)",3696,1631,69,164,1835
"Mujeres (064)",10239,2480,290,15,7456
"Conviviente (065)",6304,780,127,7,5391
"Separado(a) (066)",488,65,14,2,407
"Casado(a) (067)",283,27,55,2,199
"Viudo(a) (068)",497,19,3,,475
"Divorciado(a) (069)",38,2,2,,34
"Soltero(a) (070)",2629,1587,89,4,950
