"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia CAJAMARCA",,,
"Viviendas particulares (001)",70382,44175,26207
"Ocupantes presentes (002)",308406,198913,109493
"Casa independiente",,,
"Viviendas particulares (004)",63400,38316,25084
"Ocupantes presentes (005)",281514,176677,104837
"Departamento en edificio",,,
"Viviendas particulares (007)",1639,1639,
"Ocupantes presentes (008)",6113,6113,
"Vivienda en quinta",,,
"Viviendas particulares (010)",2852,2852,
"Ocupantes presentes (011)",10650,10650,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",1125,1043,82
"Ocupantes presentes (014)",4607,4211,396
"Choza o cabaña",,,
"Viviendas particulares (016)",1128,161,967
"Ocupantes presentes (017)",4683,689,3994
"Vivienda improvisada",,,
"Viviendas particulares (019)",72,32,40
"Ocupantes presentes (020)",314,141,173
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",99,76,23
"Ocupantes presentes (023)",321,266,55
"Otro tipo",,,
"Viviendas particulares (025)",67,56,11
"Ocupantes presentes (026)",204,166,38
,,,
URBANA,,,
"Viviendas particulares (028)",37801,34438,3363
"Ocupantes presentes (029)",170083,155815,14268
"Casa independiente",,,
"Viviendas particulares (031)",31962,28745,3217
"Ocupantes presentes (032)",147912,134287,13625
"Departamento en edificio",,,
"Viviendas particulares (034)",1639,1639,
"Ocupantes presentes (035)",6113,6113,
"Vivienda en quinta",,,
"Viviendas particulares (037)",2852,2852,
"Ocupantes presentes (038)",10650,10650,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",1125,1043,82
"Ocupantes presentes (041)",4607,4211,396
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",72,32,40
"Ocupantes presentes (047)",314,141,173
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",85,71,14
"Ocupantes presentes (050)",285,247,38
"Otro tipo",,,
"Viviendas particulares (052)",66,56,10
"Ocupantes presentes (053)",202,166,36
,,,
RURAL,,,
"Viviendas particulares (055)",32581,9737,22844
"Ocupantes presentes (056)",138323,43098,95225
"Casa independiente",,,
"Viviendas particulares (058)",31438,9571,21867
"Ocupantes presentes (059)",133602,42390,91212
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1128,161,967
"Ocupantes presentes (071)",4683,689,3994
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",14,5,9
"Ocupantes presentes (077)",36,19,17
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",2,,2
