"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OYON (000)",15318,1289,4352,812,9076
"Conviviente (001)",4080,258,916,205,2787
"Separado(a) (002)",339,29,52,15,248
"Casado(a) (003)",5027,251,2088,365,2401
"Viudo(a) (004)",728,51,84,16,578
"Divorciado(a) (005)",54,3,8,2,42
"Soltero(a) (006)",5090,697,1204,209,3020
"Hombres (008)",8169,559,2714,592,4496
"Conviviente (009)",2168,82,628,167,1372
"Separado(a) (010)",114,7,32,10,70
"Casado(a) (011)",2765,104,1287,266,1180
"Viudo(a) (012)",185,12,23,7,143
"Divorciado(a) (013)",29,2,5,1,21
"Soltero(a) (014)",2908,352,739,141,1710
"Mujeres (016)",7149,730,1638,220,4580
"Conviviente (017)",1912,176,288,38,1415
"Separado(a) (018)",225,22,20,5,178
"Casado(a) (019)",2262,147,801,99,1221
"Viudo(a) (020)",543,39,61,9,435
"Divorciado(a) (021)",25,1,3,1,21
"Soltero(a) (022)",2182,345,465,68,1310
,,,,,
"URBANA (024)",9554,709,2745,401,5727
"Conviviente (025)",2393,144,542,60,1650
"Separado(a) (026)",221,17,26,7,171
"Casado(a) (027)",3258,147,1328,213,1587
"Viudo(a) (028)",466,27,68,14,358
"Divorciado(a) (029)",34,3,3,1,27
"Soltero(a) (030)",3182,371,778,106,1934
"Hombres (032)",4574,281,1381,246,2683
"Conviviente (033)",1153,44,293,38,780
"Separado(a) (034)",55,2,13,3,37
"Casado(a) (035)",1575,51,639,137,759
"Viudo(a) (036)",100,7,13,6,74
"Divorciado(a) (037)",16,2,1,1,12
"Soltero(a) (038)",1675,175,422,61,1021
"Mujeres (040)",4980,428,1364,155,3044
"Conviviente (041)",1240,100,249,22,870
"Separado(a) (042)",166,15,13,4,134
"Casado(a) (043)",1683,96,689,76,828
"Viudo(a) (044)",366,20,55,8,284
"Divorciado(a) (045)",18,1,2,,15
"Soltero(a) (046)",1507,196,356,45,913
,,,,,
"RURAL (048)",5764,580,1607,411,3349
"Conviviente (049)",1687,114,374,145,1137
"Separado(a) (050)",118,12,26,8,77
"Casado(a) (051)",1769,104,760,152,814
"Viudo(a) (052)",262,24,16,2,220
"Divorciado(a) (053)",20,,5,1,15
"Soltero(a) (054)",1908,326,426,103,1086
"Hombres (056)",3595,278,1333,346,1813
"Conviviente (057)",1015,38,335,129,592
"Separado(a) (058)",59,5,19,7,33
"Casado(a) (059)",1190,53,648,129,421
"Viudo(a) (060)",85,5,10,1,69
"Divorciado(a) (061)",13,,4,,9
"Soltero(a) (062)",1233,177,317,80,689
"Mujeres (064)",2169,302,274,65,1536
"Conviviente (065)",672,76,39,16,545
"Separado(a) (066)",59,7,7,1,44
"Casado(a) (067)",579,51,112,23,393
"Viudo(a) (068)",177,19,6,1,151
"Divorciado(a) (069)",7,,1,1,6
"Soltero(a) (070)",675,149,109,23,397
