"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia TAMBOPATA (000)",34005,564,13115,12393,6982,951
"Empleado (001)",9726,80,4197,3722,1644,83
"Obrero (002)",7157,89,3296,2414,1215,143
"Trabajador independiente (003)",13666,85,4258,5212,3496,615
"Empleador o patrono (004)",1086,,272,460,310,44
"Trabajador familiar no remunerado (005)",1689,282,712,406,233,56
"Trabajador del hogar (006)",681,28,380,179,84,10
"Hombres (008)",22485,346,8357,7969,5049,764
"Empleado (009)",5192,37,1901,2074,1114,66
"Obrero (010)",6374,76,2962,2116,1089,131
"Trabajador independiente (011)",9278,58,2873,3314,2532,501
"Empleador o patrono (012)",791,,197,328,228,38
"Trabajador familiar no remunerado (013)",768,167,383,118,74,26
"Trabajador del hogar (014)",82,8,41,19,12,2
"Mujeres (016)",11520,218,4758,4424,1933,187
"Empleado (017)",4534,43,2296,1648,530,17
"Obrero (018)",783,13,334,298,126,12
"Trabajador independiente (019)",4388,27,1385,1898,964,114
"Empleador o patrono (020)",295,,75,132,82,6
"Trabajador familiar no remunerado (021)",921,115,329,288,159,30
"Trabajador del hogar (022)",599,20,339,160,72,8
,,,,,,
"URBANA (024)",27624,482,10595,10298,5648,601
"Empleado (025)",9014,77,3837,3469,1555,76
"Obrero (026)",5082,67,2256,1771,896,92
"Trabajador independiente (027)",10969,81,3516,4288,2718,366
"Empleador o patrono (028)",846,,204,361,250,31
"Trabajador familiar no remunerado (029)",1150,233,460,269,158,30
"Trabajador del hogar (030)",563,24,322,140,71,6
"Hombres (032)",17458,284,6442,6326,3939,467
"Empleado (033)",4795,36,1749,1906,1044,60
"Obrero (034)",4457,56,2010,1516,789,86
"Trabajador independiente (035)",7092,55,2306,2586,1866,279
"Empleador o patrono (036)",579,,136,241,176,26
"Trabajador familiar no remunerado (037)",477,130,211,64,56,16
"Trabajador del hogar (038)",58,7,30,13,8,
"Mujeres (040)",10166,198,4153,3972,1709,134
"Empleado (041)",4219,41,2088,1563,511,16
"Obrero (042)",625,11,246,255,107,6
"Trabajador independiente (043)",3877,26,1210,1702,852,87
"Empleador o patrono (044)",267,,68,120,74,5
"Trabajador familiar no remunerado (045)",673,103,249,205,102,14
"Trabajador del hogar (046)",505,17,292,127,63,6
,,,,,,
"RURAL (048)",6381,82,2520,2095,1334,350
"Empleado (049)",712,3,360,253,89,7
"Obrero (050)",2075,22,1040,643,319,51
"Trabajador independiente (051)",2697,4,742,924,778,249
"Empleador o patrono (052)",240,,68,99,60,13
"Trabajador familiar no remunerado (053)",539,49,252,137,75,26
"Trabajador del hogar (054)",118,4,58,39,13,4
"Hombres (056)",5027,62,1915,1643,1110,297
"Empleado (057)",397,1,152,168,70,6
"Obrero (058)",1917,20,952,600,300,45
"Trabajador independiente (059)",2186,3,567,728,666,222
"Empleador o patrono (060)",212,,61,87,52,12
"Trabajador familiar no remunerado (061)",291,37,172,54,18,10
"Trabajador del hogar (062)",24,1,11,6,4,2
"Mujeres (064)",1354,20,605,452,224,53
"Empleado (065)",315,2,208,85,19,1
"Obrero (066)",158,2,88,43,19,6
"Trabajador independiente (067)",511,1,175,196,112,27
"Empleador o patrono (068)",28,,7,12,8,1
"Trabajador familiar no remunerado (069)",248,12,80,83,57,16
"Trabajador del hogar (070)",94,3,47,33,9,2
