"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia TALARA",,,,,,,,,
"Viviendas particulares (001)",5754,3822,992,178,119,12,9,6,616
"Ocupantes presentes (002)",23200,15077,4263,793,512,43,31,30,2451
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",5631,3745,980,174,117,12,9,6,588
"Ocupantes presentes (005)",22855,14861,4222,781,506,43,31,30,2381
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",72,46,3,1,,,,,22
"Ocupantes presentes (008)",155,101,8,1,,,,,45
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",11,9,2,,,,,,
"Ocupantes presentes (011)",40,33,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",10,7,2,,,,,,1
"Ocupantes presentes (014)",37,29,7,,,,,,1
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",4,,,,,,,,4
"Ocupantes presentes (017)",15,,,,,,,,15
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",19,12,5,,1,,,,1
"Ocupantes presentes (020)",76,44,19,,4,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",7,3,,3,1,,,,
"Ocupantes presentes (023)",22,9,,11,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",5616,3763,983,170,116,12,9,6,557
"Ocupantes presentes (029)",22729,14893,4232,754,498,43,31,30,2248
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5497,3686,971,166,114,12,9,6,533
"Ocupantes presentes (032)",22399,14677,4191,742,492,43,31,30,2193
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",72,46,3,1,,,,,22
"Ocupantes presentes (035)",155,101,8,1,,,,,45
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",11,9,2,,,,,,
"Ocupantes presentes (038)",40,33,7,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",10,7,2,,,,,,1
"Ocupantes presentes (041)",37,29,7,,,,,,1
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",19,12,5,,1,,,,1
"Ocupantes presentes (047)",76,44,19,,4,,,,9
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",7,3,,3,1,,,,
"Ocupantes presentes (050)",22,9,,11,2,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",138,59,9,8,3,,,,59
"Ocupantes presentes (056)",471,184,31,39,14,,,,203
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",134,59,9,8,3,,,,55
"Ocupantes presentes (059)",456,184,31,39,14,,,,188
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",4,,,,,,,,4
"Ocupantes presentes (071)",15,,,,,,,,15
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
