"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",11197,143,3386,3677,2721,1270
"Agric., ganadería, caza y silvicultura (001)",5659,121,1237,1487,1712,1102
"Pesca (002)",100,,37,35,26,2
"Explotación de minas y canteras (003)",542,,240,256,44,2
"Industrias manufactureras (004)",152,3,60,56,24,9
"Suministro de electricidad, gas y agua (005)",32,,11,16,5,
"Construcción (006)",736,,283,279,149,25
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",438,5,148,159,105,21
"Venta, mant.y rep. veh.autom.y motoc. (008)",41,,20,16,5,
"Comercio al por mayor (009)",20,,4,6,8,2
"Comercio al por menor (010)",377,5,124,137,92,19
"Hoteles y restaurantes (011)",118,1,48,40,26,3
"Trans., almac. y comunicaciones (012)",196,1,86,76,30,3
"Intermediación financiera (013)",3,,2,,1,
"Activid.inmobil., empres. y alquileres (014)",124,,46,50,21,7
"Admin.pub. y defensa; p. segur.soc afil (015)",610,,192,266,138,14
"Enseñanza (016)",769,,149,463,155,2
"Servicios sociales y de salud (017)",117,,46,52,19,
"Otras activ. serv.comun.soc y personales (018)",55,2,29,15,8,1
"Hogares privados con servicio doméstico (019)",55,2,39,5,4,5
"Actividad economica no especificada (021)",495,1,186,152,118,38
"Desocupado (022)",996,7,547,270,136,36
"Hombres (023)",7844,91,2320,2598,1915,920
"Agric., ganadería, caza y silvicultura (024)",3907,77,830,1028,1173,799
"Pesca (025)",99,,37,34,26,2
"Explotación de minas y canteras (026)",521,,228,248,43,2
"Industrias manufactureras (027)",104,2,42,39,15,6
"Suministro de electricidad, gas y agua (028)",28,,10,13,5,
"Construcción (029)",700,,266,268,144,22
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",189,3,62,77,40,7
"Venta, mant.y rep. veh.autom.y motoc. (031)",36,,18,14,4,
"Comercio al por mayor (032)",14,,3,6,4,1
"Comercio al por menor (033)",139,3,41,57,32,6
"Hoteles y restaurantes (034)",32,,16,12,4,
"Trans., almac. y comunicaciones (035)",177,1,78,68,27,3
"Intermediación financiera (036)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (037)",95,,29,41,18,7
"Admin.pub. y defensa; p. segur.soc afil (038)",493,,139,221,120,13
"Enseñanza (039)",343,,48,200,93,2
"Servicios sociales y de salud (040)",54,,19,24,11,
"Otras activ. serv.comun.soc y personales (041)",32,1,16,9,5,1
