"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia ANTONIO RAYMONDI",,,,,,,,,
"Viviendas particulares (001)",3951,43,3895,,5,1,4,,3
"Ocupantes presentes (002)",16819,196,16568,,21,4,19,,11
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",3914,43,3864,,3,,3,,1
"Ocupantes presentes (005)",16664,196,16434,,16,,11,,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",4,,4,,,,,,
"Ocupantes presentes (014)",13,,13,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",31,,26,,2,,1,,2
"Ocupantes presentes (017)",133,,116,,5,,8,,4
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,1,,,
"Ocupantes presentes (020)",4,,,,,4,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",1,,1,,,,,,
"Ocupantes presentes (023)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1068,27,1038,,1,1,,,1
"Ocupantes presentes (029)",4233,120,4095,,7,4,,,7
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1062,27,1033,,1,,,,1
"Ocupantes presentes (032)",4211,120,4077,,7,,,,7
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",4,,4,,,,,,
"Ocupantes presentes (041)",13,,13,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,1,,,
"Ocupantes presentes (047)",4,,,,,4,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2883,16,2857,,4,,4,,2
"Ocupantes presentes (056)",12586,76,12473,,14,,19,,4
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2852,16,2831,,2,,3,,
"Ocupantes presentes (059)",12453,76,12357,,9,,11,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",31,,26,,2,,1,,2
"Ocupantes presentes (071)",133,,116,,5,,8,,4
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
