"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",365,87,278
"Sin nivel (001)",89,20,69
"Primaria (003)",138,29,109
"Secundaria (004)",92,21,71
"Superior no univ. incompleta (005)",10,5,5
"Superior no univ. completa (006)",8,5,3
"Superior univ. incompleta (007)",7,4,3
"Superior univ. completa (008)",21,3,18
"De 14 a 29 años (010)",170,54,116
"Sin nivel (011)",16,5,11
"Primaria (013)",62,20,42
"Secundaria (014)",69,16,53
"Superior no univ. incompleta (015)",7,3,4
"Superior no univ. completa (016)",4,3,1
"Superior univ. incompleta (017)",6,4,2
"Superior univ. completa (018)",6,3,3
"De 30 a 44 años (020)",106,26,80
"Sin nivel (021)",30,10,20
"Primaria (023)",45,8,37
"Secundaria (024)",20,4,16
"Superior no univ. incompleta (025)",3,2,1
"Superior no univ. completa (026)",4,2,2
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",64,7,57
"Sin nivel (031)",29,5,24
"Primaria (033)",23,1,22
"Secundaria (034)",3,1,2
"Superior univ. completa (038)",9,,9
"De 65 y más años (040)",25,,25
"Sin nivel (041)",14,,14
"Primaria (043)",8,,8
"Superior univ. completa (048)",3,,3
,,,
"AREA URBANA (050)",57,13,44
"Sin nivel (051)",5,,5
"Primaria (053)",18,3,15
"Secundaria (054)",17,2,15
"Superior no univ. incompleta (055)",6,4,2
"Superior no univ. completa (056)",5,3,2
"Superior univ. incompleta (057)",3,1,2
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",29,10,19
"Primaria (063)",5,2,3
"Secundaria (064)",14,1,13
"Superior no univ. incompleta (065)",4,3,1
"Superior no univ. completa (066)",3,3,
"Superior univ. incompleta (067)",2,1,1
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",18,3,15
"Sin nivel (071)",3,,3
"Primaria (073)",6,1,5
"Secundaria (074)",3,1,2
"Superior no univ. incompleta (075)",2,1,1
"Superior no univ. completa (076)",2,,2
"Superior univ. incompleta (077)",1,,1
"Superior univ. completa (078)",1,,1
"De 45 a 64 años (080)",5,,5
"Primaria (083)",4,,4
"Superior univ. completa (088)",1,,1
"De 65 y más años (090)",5,,5
"Sin nivel (091)",2,,2
"Primaria (093)",3,,3
,,,
"AREA RURAL (100)",308,74,234
"Sin nivel (101)",84,20,64
"Primaria (103)",120,26,94
"Secundaria (104)",75,19,56
"Superior no univ. incompleta (105)",4,1,3
"Superior no univ. completa (106)",3,2,1
"Superior univ. incompleta (107)",4,3,1
"Superior univ. completa (108)",18,3,15
"De 14 a 29 años (110)",141,44,97
"Sin nivel (111)",16,5,11
"Primaria (113)",57,18,39
"Secundaria (114)",55,15,40
"Superior no univ. incompleta (115)",3,,3
"Superior no univ. completa (116)",1,,1
"Superior univ. incompleta (117)",4,3,1
"Superior univ. completa (118)",5,3,2
"De 30 a 44 años (120)",88,23,65
"Sin nivel (121)",27,10,17
"Primaria (123)",39,7,32
"Secundaria (124)",17,3,14
"Superior no univ. incompleta (125)",1,1,
"Superior no univ. completa (126)",2,2,
"Superior univ. completa (128)",2,,2
"De 45 a 64 años (130)",59,7,52
"Sin nivel (131)",29,5,24
"Primaria (133)",19,1,18
"Secundaria (134)",3,1,2
"Superior univ. completa (138)",8,,8
"De 65 y más años (140)",20,,20
"Sin nivel (141)",12,,12
"Primaria (143)",5,,5
"Superior univ. completa (148)",3,,3
