"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUARMEY (000)",10991,121,3525,4043,2603,699
"Empleado (001)",2135,9,656,950,490,30
"Obrero (002)",2997,23,1194,1060,595,125
"Trabajador independiente (003)",4534,28,1079,1685,1281,461
"Empleador o patrono (004)",190,,35,73,60,22
"Trabajador familiar no remunerado (005)",533,50,245,123,79,36
"Trabajador del hogar (006)",96,3,47,26,14,6
"Desocupado (008)",506,8,269,126,84,19
"Hombres (009)",7902,83,2579,2790,1899,551
"Empleado (010)",1214,5,349,527,311,22
"Obrero (011)",2543,15,1014,888,512,114
"Trabajador independiente (012)",3318,20,821,1187,929,361
"Empleador o patrono (013)",144,,27,54,47,16
"Trabajador familiar no remunerado (014)",319,37,183,52,32,15
"Trabajador del hogar (015)",9,,3,,2,4
"Desocupado (017)",355,6,182,82,66,19
"Mujeres (018)",3089,38,946,1253,704,148
"Empleado (019)",921,4,307,423,179,8
"Obrero (020)",454,8,180,172,83,11
"Trabajador independiente (021)",1216,8,258,498,352,100
"Empleador o patrono (022)",46,,8,19,13,6
"Trabajador familiar no remunerado (023)",214,13,62,71,47,21
"Trabajador del hogar (024)",87,3,44,26,12,2
"Desocupado (026)",151,2,87,44,18,
,,,,,,
"URBANA (027)",8408,86,2600,3244,1993,485
"Empleado (028)",2016,9,628,896,454,29
"Obrero (029)",2127,15,790,788,439,95
"Trabajador independiente (030)",3326,26,818,1289,900,293
"Empleador o patrono (031)",165,,27,65,53,20
"Trabajador familiar no remunerado (032)",280,31,95,69,58,27
"Trabajador del hogar (033)",85,2,39,25,14,5
"Desocupado (035)",409,3,203,112,75,16
"Hombres (036)",5727,58,1800,2136,1372,361
"Empleado (037)",1151,5,338,501,286,21
"Obrero (038)",1794,11,664,654,381,84
"Trabajador independiente (039)",2244,19,584,846,585,210
"Empleador o patrono (040)",120,,19,46,40,15
"Trabajador familiar no remunerado (041)",131,21,59,19,21,11
"Trabajador del hogar (042)",9,,3,,2,4
"Desocupado (044)",278,2,133,70,57,16
"Mujeres (045)",2681,28,800,1108,621,124
"Empleado (046)",865,4,290,395,168,8
"Obrero (047)",333,4,126,134,58,11
"Trabajador independiente (048)",1082,7,234,443,315,83
"Empleador o patrono (049)",45,,8,19,13,5
"Trabajador familiar no remunerado (050)",149,10,36,50,37,16
"Trabajador del hogar (051)",76,2,36,25,12,1
"Desocupado (053)",131,1,70,42,18,
,,,,,,
"RURAL (054)",2583,35,925,799,610,214
"Empleado (055)",119,,28,54,36,1
"Obrero (056)",870,8,404,272,156,30
"Trabajador independiente (057)",1208,2,261,396,381,168
"Empleador o patrono (058)",25,,8,8,7,2
"Trabajador familiar no remunerado (059)",253,19,150,54,21,9
"Trabajador del hogar (060)",11,1,8,1,,1
"Desocupado (062)",97,5,66,14,9,3
"Hombres (063)",2175,25,779,654,527,190
"Empleado (064)",63,,11,26,25,1
"Obrero (065)",749,4,350,234,131,30
"Trabajador independiente (066)",1074,1,237,341,344,151
"Empleador o patrono (067)",24,,8,8,7,1
"Trabajador familiar no remunerado (068)",188,16,124,33,11,4
"Desocupado (071)",77,4,49,12,9,3
"Mujeres (072)",408,10,146,145,83,24
"Empleado (073)",56,,17,28,11,
"Obrero (074)",121,4,54,38,25,
"Trabajador independiente (075)",134,1,24,55,37,17
"Empleador o patrono (076)",1,,,,,1
"Trabajador familiar no remunerado (077)",65,3,26,21,10,5
"Trabajador del hogar (078)",11,1,8,1,,1
"Desocupado (080)",20,1,17,2,,
