"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CAYLLOMA (000)",19483,226,7202,6589,2089,656,278,71,6,,2366
"Conviviente (001)",7170,90,2897,2433,729,168,62,13,1,,777
"Separado(a) (002)",991,12,407,331,121,26,11,4,,,79
"Casado(a) (003)",8077,80,2923,2957,947,336,147,37,4,,646
"Viudo(a) (004)",1512,23,578,472,130,62,35,15,,,197
"Divorciado(a) (005)",115,4,46,40,10,2,2,,,,11
"Soltero(a) (006)",1618,17,351,356,152,62,21,2,1,,656
,,,,,,,,,,,
"URBANA (008)",12952,141,4700,4320,1384,444,200,50,5,,1708
"Conviviente (009)",4863,59,1914,1639,501,118,50,9,1,,572
"Separado(a) (010)",800,11,325,270,94,22,9,4,,,65
"Casado(a) (011)",5136,45,1817,1846,600,226,104,24,3,,471
"Viudo(a) (012)",987,14,365,297,86,40,24,12,,,149
"Divorciado(a) (013)",79,4,32,25,5,1,2,,,,10
"Soltero(a) (014)",1087,8,247,243,98,37,11,1,1,,441
,,,,,,,,,,,
"RURAL (016)",6531,85,2502,2269,705,212,78,21,1,,658
"Conviviente (017)",2307,31,983,794,228,50,12,4,,,205
"Separado(a) (018)",191,1,82,61,27,4,2,,,,14
"Casado(a) (019)",2941,35,1106,1111,347,110,43,13,1,,175
"Viudo(a) (020)",525,9,213,175,44,22,11,3,,,48
"Divorciado(a) (021)",36,,14,15,5,1,,,,,1
"Soltero(a) (022)",531,9,104,113,54,25,10,1,,,215
